PassageID,Title,Author,Total termFreq,termFreq(asleep),termFreq(awak),termFreq(bed),termFreq(bodi),termFreq(brain),termFreq(consciou),termFreq(dai),termFreq(dream),termFreq(excit),termFreq(experi),termFreq(fanci),termFreq(idea),termFreq(imag),termFreq(imagin),termFreq(impress),termFreq(memori),termFreq(mind),termFreq(night),termFreq(percept),termFreq(phantasm),termFreq(real),termFreq(reason),termFreq(rise),termFreq(sens),termFreq(sleep),termFreq(soul),termFreq(state),termFreq(thought),termFreq(vision),termFreq(wake),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0403300302_000020,"An enquiry into the nature of the human soul; wherein the immateriality of the soul is evinced from the principles of reason and philosophy. ... . The third edition. To which is added, a complete index.",Andrew Baxter,53,0,3,0,1,0,0,0,12,5,1,0,11,0,0,0,3,0,1,0,0,0,0,0,0,2,7,1,2,1,3,1745,2,2,"London : printed [by James Bettenham] for A. Millar in the Strand, MDCCXLV. [1745].",London,447,male,1686,1750,FALSE,"a return. This is a prodigious difference, if we confider it right. It is as if I should suppose that the words of a book (which I may call traces in it) should extemporarily change themselves from the sub. jea treated of, and become question and answer, according to whatever"
0795600700_000026,"The capacity and extent of the human understanding; exemplified in the extraordinary case of Automathes; a young nobleman, who was accidentally left in his infancy, upon a desolate island, and continued nineteen years in that solitary state, separate from all Human Society. A narrative, Abounding with many surprizing Occurrencrs, both Useful and Entertaining to the Reader.","Kirkby, John",36,1,0,0,7,0,0,0,1,0,1,0,4,1,0,1,1,4,0,2,0,1,1,1,2,2,2,3,1,0,0,1746,1,1,"Dublin : printed by George Faulkner, M,DCC,XLVI. [1746].",Dublin,226,male,1705,1754,FALSE,"Sort of Being to twoclafies, viz. Attive and Pagive, or Mind and Matter. The Former I looked upon as the Principle of all Action, upon which depended every Motion and Variation of the Latter. And as the Motions and Variations of Matter in general, in the Works of Nature and"
0361000600_000024,"Philosophical essays on various subjects, viz. Space, substance, body, spirit, the Operations of the Soul in Union with the Body, Innate Ideas, perpetual Consciousness, Place and Motion of Spirits, the departing Soul, the Resurrection of the Body, the Production and Operations of Plants and Animals: with some remarks on Mr. Locke's Essay on the human understanding. To which is subjoined A brief scheme of ontology, or The Science of Being in general, with its Affections. By I. Watts, D.D.",Isaac Watts,78,0,0,0,10,12,0,0,0,3,1,0,12,2,0,7,0,9,0,8,0,2,1,0,3,0,8,0,0,0,0,1734,1,1,"London : printed for Richard Ford at the Angel, and Richard Hett at the Bible and Crown, both in the Poultry, MDCCXXXIV. [1734].",London,422,male,1674,1748,TRUE,"join to' deceive us, when' we have no way left to undeceive'oiir Telves.. Nbor in these lait'ideas,  we'may fupppfe thar ethestrokes or Traces' which are ""formed ""*''*''' G X on on the Organs of Sense , and which are conveyed thence to the Brain , may in the Shapes"
0699100302_000065,Dialogues concerning education. In two volumes. ...,David Fordyce,41,0,2,0,1,0,1,1,5,0,0,3,1,0,2,2,0,7,0,0,0,1,0,0,2,4,1,0,4,0,4,1753,2,2,"Belfast : printed by H. and R. Joy, M.DCC.LIII. [1753].",Belfast,419,male,1711,1751,FALSE,"is assaulted by Objets of every Sense ? It like taking off the Weights and Clogs that retard her lovements; she now exerts her native Spring with a amazing Elallicity, and roars beyond the Limits ot hat narrow Sphere of Thought and Action, in which ceordinarily moves: She invents, creates"
1269500101_000133,Selections from the most celebrated foreign literary journals and other periodical publications. ...,William Tooke,31,0,1,0,1,0,1,2,0,0,1,0,0,1,1,1,0,2,0,2,0,1,0,1,0,6,2,4,2,0,2,1798,1,2,"London : printed for J. Debrett, opposite Burlington House, Piccadilly, 1798.",London,533,male,1744,1820,FALSE,"exercise by people of erudition, that the soul has no rest even in sleep . The sleep of the countryman, or the day labourer, fatigued with work, the sleep of the careless and alum*ft empty minded savage, us for the most part void of thoughts and images . Even the"
1745300202_000014,"Meditations and contemplations. In two volumes. ... By James Hervey, ... The seventeenth edition. ...",James Hervey,35,0,0,2,1,1,0,0,4,0,0,3,0,0,1,0,0,2,2,0,0,1,2,0,1,5,3,2,1,2,2,1764,2,2,"London : printed for John Rivington, H. Woodfall, W. Strahan, R. Baldwin, W. Johnston, [and 9 others in London], 1764.",London,311,male,1714,1758,FALSE,"from the Bed . Being secure from Danger, and the Moon shining into the Room, He flood to view the Event. When, to his inexpressible Surprise, the infatuated Sportsman gave several deadly Stabs, in the very Place, where, a Moment before, the Throat and the Life of his Friend lay."
1227300401_000156,"Paradise lost. A poem, in twelve books. The author John Milton. The third edition, with notes of various authors, by Thomas Newton, D.D. ...",John Milton,42,3,1,0,0,0,0,2,7,0,0,4,0,2,1,0,0,1,5,0,0,0,4,0,1,2,1,0,1,1,6,1754,1,2,"London : printed for J. and R. Tonson and S. Draper, S. Birt, T. Longman, C. Hitch, J. Hodges, B. Dod, E. Wicksted, J. Oswald, J. Ward, J. Brindley, and C. Corbet, MDCCLIV. [1754].",London,598,male,1608,1674,TRUE,"sung. See likewise III 4o. VII 436 Butherehe says his love laboured song, as the speech is addressed to Eve. And for the same reason he says Heaven wakes with all his eyes, though' commonly he uses Heaven itself in the feminine gender, as in VII 205 - Heaven opened"
0969800201_000095,"An essay concerning human understanding. In four books. Written by John Locke, gent. ...",John Locke,62,0,1,0,1,0,0,0,3,0,2,0,17,0,0,2,1,19,1,1,0,0,1,0,5,4,0,1,1,0,2,1786,1,2,"Dublin : printed by and for W. Sleater, H. Chamberlaine, and J. Potts, M,DCC,LXXXVI. [1786].",Dublin,405,male,1632,1704,TRUE,"Smells, which have no Nanme; and of Modes many more; which either not having been generally enough observed, or else not being of any great Ule to be taken notice of in the Affairsand Con velfe of Men, they have not had Names given to them, and so pass not"
0973400104_000031,"A survey of the wisdom of God in the creation: or, a compendium of natural philosophy: in five volumes. The third edition, enlarged. By John Wesley, A. M. ...",John Wesley,61,0,0,0,2,7,0,1,0,1,2,0,0,1,3,6,5,1,0,12,0,1,2,0,4,0,13,0,0,0,0,1777,4,5,"London : printed by J. Fry and Co. in Queen-Street: and sold at the Foundry, Upper-Moorfields [by Robert Hawes], and by the booksellers in town and country, 1777.",London,352,male,1703,1791,TRUE,the soul the impression of the objec; it nmuit also preserve the remembrance of it; for a thousand instances prove that the memory is connected with the brain ; how then can it be imagined that the same fibre flould at once retain a multitude of different deternizznations? N: V
0332800100_000080,"The christian's exercise: or, rules to live above the world while we are in it; with meditations, hymns and soliloquies, suited to the several stages of Christian life. In four parts. By Thomas à Kempis. To which is annex'd, an appendix of Letters, Dialogues, &c. Address'd to all the true Lovers of Devotion, by Robert Nelson, Esq; To which is added, a prayer which Mr. Nelson made for his own private use. And a Letter wrote by Abp. Tillotson to his Sick Friend.",Thomas à Kempis,25,0,0,0,0,2,0,2,1,0,0,0,0,2,2,1,0,3,1,0,1,0,1,1,1,1,2,0,1,2,1,1716,1,1,"London : printed for Richard Smith at Bishop Reveridge's Head in Paternoster-Row, MDCCXVI. [1716].",London,492,male,1380,1471,FALSE,"who, through some or other Defea int the Imagination , are acted upon, when Waking , much after the same manner, a. others are when Sleeping ; and do receive just such Impressions as are received by the Brain in Dreams . So that there imagine all those Things, that"
0485701800_000010,"A new system of the spleen, vapours, and Hypochondriack Melancholy: wherein all the decays of the nerves, and lownesses of the spirits, are mechanically accounted for. To which is subjoin'd, A discourse upon the Nature, Cause, and Cure, of Melancholy, Madness, and Lunacy. With a particular dissertation on the Origine of the Passions; the Structure, Mechanism, and Modulation of the Nerves, necessary to produce Sensation in Animal Bodies. To which is prefix'd, A philosophical essay concerning the Principles of Thought, Sensation, and Reflection; and the Manner how those noble Endowments are disconcerted under the foregoing Diseases. By Nicholas Robinson, M.D. and of the College of Physicians, London.",Nicholas Robinson,53,0,0,0,0,2,0,0,0,1,0,1,7,1,1,5,7,8,0,2,0,0,6,0,3,0,5,2,2,0,0,1729,1,1,"London : Printed [by Samuel Aris] for A. Bettesworth, W. Innys, and C. Rivington, M.DCC.XXIX. [1729].",London,427,male,1697,1775,FALSE,"careful never to multiply tiply the Number of their Faculties CHAP. above, what the Providence of Nature WY. has given them; and where we perceive different Degrees of the same Faculties, there to express it by Terms, that imply those different Degrees; and for this Reason the Imagination and Fancy"
1204600100_000021,"A philosophical treatise concerning the weakness of human understanding. By Peter Huet, Late Bishop of Avranches.",Pierre Daniel Huet,37,1,6,0,0,2,0,3,4,0,0,1,3,4,0,0,0,3,0,0,0,1,0,0,0,7,0,0,0,1,1,1725,1,1,"London : printed for Gysbert Dommer; and sold by J. Mac-Euen the Strand, J. Clark under the Royal-Exchange, and S. Chandler in the Poultry, 1725.",London,272,male,1630,1721,FALSE,"Object? How many are tere, who, though asleep , do x cverthelefs give exact and r tional Answers to everything that is asked them? How many m; ae fine ver(es in their Sleep .; nay, some will even climb up to the Tops of Houses, and walk upon them with"
1425400400_000031,"Anecdotes and biography, including many modern characters in the circles of fashionable and official life, selected from the protfolios of a distinguished literary and political character, lately deceased, alaphabetically arranged. By L.T. Rede.",Leman Thomas Rede,39,1,2,0,2,0,1,3,11,0,0,0,3,2,2,0,1,1,1,0,0,1,0,0,0,1,4,0,0,0,3,1799,1,1,"London : Printed by J.W. Myers, No. 2, Paternoster-row, for Crosby and Letterman, Stationer's-Court, near PaterNoster-Row; and R. Pitkeathley, Tavistock-Street, 1799.",London,477,male,1754,1810,FALSE,"hours shake off this iniattention and inaativity, and recover its former [pirits and firength, and be entirely refr efhned and restored in all its faculties; that this mere fulfpenflon of attention, and inability of motion, th~ould so regularly take place, and produce fach extraordinary es fceas, is firiatly to be"
0636600900_000010,"Thoughts on dreaming. Wherein the notion of the sensory, and the opinion that it is shut up from the inspection of the soul in sleep, and that Spirits supply us with all our Dreams, are examined by Revelation and Reason. Occasioned by An essay on the phoenomenon of dreaming, in a book, entitled, An enquiry into the nature of the human soul; wherein the Immateriality of the Soul is evinced from the Principles of Reason and Philosophy. By Tho. Branch.","Branch, Thomas",77,0,6,0,3,0,1,0,12,0,0,0,0,0,1,0,9,1,0,0,0,0,5,0,5,8,13,1,7,0,5,1738,1,1,"London : printed for R. Dodsley, at Tully's Head in Pall-Mall; and J. Jolliffe, at the Bible in St. James's-Street, M.DCC.XXXVIII. [1738].",London,100,male,,,FALSE,"in Cafes where its perturbation is very great; and there it is highly probable, that, previous to the Consciousness, the Soul's violent Emotions Lmay have so far roused one of the Senses , as to receive fuficient Teftirony from it, of having Dreamed . If this be the Cafes the"
1075000400_000025,"Philosophical essays on various subjects, viz. Space, substance, body, spirit, the Operations of the Soul in Union with the Body, innate Ideas, perpetual Consciousness, Place and Motion of Spirits, the departing Soul, the Resurrection of the Body, the Production and Operations of Plants and Animals: with some remarks on Mr. Locke's Essay on the human understanding. To which is subjoined A brief scheme of ontology, or the Science of Being in general, with its Affections. By I. Watts, D.D.",Isaac Watts,79,0,0,0,13,8,0,1,0,2,1,0,12,2,0,7,0,11,0,7,0,2,1,0,3,0,9,0,0,0,0,1742,1,1,"London : printed for James Brackstone, at the Globe in Cornhill, MDCCXLII. [1742].",London,430,male,1674,1748,TRUE,"occasion them, that can be in a most proper Sense the felf fufficient and effective Causes of those special Ideas or Perceptions in the Soul , which are occafion'd by them. G 3 IX Yet IX Yet since it appears by universal Experience , that whensoever these particular Motions or"
0689500110_001292,"Encyclopædia Britannica; or, a dictionary of arts, sciences, &c. On a plan entirely new: By Which, the different sciences and arts Are digested into the Form of Distinct treatises or systems, comprehending The History, Theory, and Practice, of each, according to the Latest Discoveries and Improvements; and full explanations given of the various detached parts of knowledge, whether Relating to Natural and Artificial Objects, or to Matters Ecclesiastical, Civil, Military, Commercial, &c. Together with a description of all the Countries, Cities, Principal Mountains, Seas, Rivers, &c. throughout the World; a General History, Ancient and Modern, of the different Empires, Kingdoms, and States; and An Account of the lives of the most Eminent Persons in every Nation, from the earliest ages down to the present times. The whole compiled from the writings of the best authors, in several languages; the most approved dictionaries, as well of General Science as of particular branches; the transactions, journals, and memoirs, of learned societies, both at home and abroad; the Ms. Lectures of eminent professors on different sciences; and a variety of original materials, furnished by an extensive correspondence. The second edition; greatly improved and enlarged. Illustrated with above two hundred copperplates. Vol. I. Indocti discant, et ament meminisse periti.",,69,0,0,0,4,2,6,0,0,0,0,0,23,2,1,4,0,10,0,4,0,3,4,0,3,0,1,0,2,0,0,1778,10,10,"Edinburgh : printed for J. Balfour and Co. W. Gordon, J. Bell, J. Dickson, C. Elliot, W. Creech, J. Mccliesh, A. Bell, J. Hutton, and C. Macfarquhar, MDCCLXXVIII. [1778].",Edinburgh,1237,unknown,,,FALSE,"material world, and against the cxiftcrce of everything but impressions and ideas , proceed upon a FALSE hypothesis. To this objection it has been replied, that ideas are only in a figurative sense the images of external things; that certain impressions are conveyed to the mind by means of the"
0844400100_000055,"A treatise concerning religious affections. In three parts. Part I. Concerning the nature of the affections, and their importance in religion. Part II. Shewing what are no certain Signs that religious Affections are gracious, or that they are not. Part III. Shewing what are distinguishing signs of truly gracious and holy affections. By Jonathan Edwards, A. M. And Pastor of the first Church in Northampton.",Jonathan Edwards,57,0,1,0,0,0,2,0,1,2,0,0,9,0,1,4,0,5,0,5,0,0,2,0,18,0,6,0,0,1,0,1772,1,1,"Edinburgh : printed by John Gray, for E. & C. Dilly, in the Poultry, London; and J. Wood, Edinburgh, MDCCLXXII. [1772].",Edinburgh,374,male,1703,1758,TRUE,"newfimple idea . If grace be, in the sense above described, an entirely new kind of principle; then the exercises of it are also entirely a new kind of exercises. And if there be in the soul a new sort of exercises which it is conscious of, which the soul"
0734300400_000004,"An oration, Delivered before the American Philosophical Society, Held in Philadelphia on the 27th of February, 1786; containing an enquiry into the influence of physical causes upon the moral faculty. By Benjamin Rush, M. D. And Professor of Chemistry in the University of Pennsylvania.",Benjamin Rush,38,1,1,0,1,2,0,1,5,1,0,0,1,0,4,0,4,7,0,3,0,0,1,0,0,3,0,3,0,0,0,1786,1,1,"[London] : Philadelphia, printed: London, reprinted; for C. Dilly, in the Poultry, M.DCC.LXXXVI. [1786].",London,76,male,1745,1813,FALSE,"come under my notice, in which the moral faculty appeared to be impaired by diseases, particularly by the typhus of Dr. Cullen, and by those species of palsy which assec the brain . rium t 16 ] 4ium of a fever, often discover extraodi d. nary flights of imagination ,"
0208300600_000011,"Vindici? mentis. An essay of the being and nature of mind : Wherein the Distinction of Mind and Body, The Substantiality, Personality, and Perfection of Mind is Asserted; and the Original of our Minds, their Present, Separate, and Future State, is freely enquir'd into, in order to a more certain Foundation for the Knowledge of God, and our Selves, and the clearing all Doubts and Objections that have been, or may be made concerning The Life and Immortality Of Our Souls. In a new method, by a gentleman.","Emes, Thomas           1707",48,5,2,0,2,0,5,2,2,0,0,0,0,0,0,0,0,8,3,6,0,1,1,0,1,2,0,0,8,0,0,1702,1,1,"London : printed for H. Walwyn, at the Three Legs in the Poultrey, the corner of Old Jury, 1702.",London,194,unknown,,,FALSE,"such thing; nor is it so very very strange that there should be an Attribution of Identity ( if 1 may use such an Expression) to wit when the Samething is Attributed to the Same, whilst all Confiderace Men hold with good Reason , that whatsoever is in God is"
0674501700_000005,"The pleasures of memory, a poem, in two parts. By the author of ""an ode to superstition, with some other poems.""",Samuel Rogers,32,0,2,0,0,1,0,1,1,0,0,2,1,3,0,0,3,4,2,0,0,0,0,0,1,3,1,0,3,2,2,1792,1,1,"London : printed for T. Cadell, in the strand; and C. Dilly, in the Poultry, MDCCXCII. [1792].",London,74,male,1763,1855,FALSE,"that bofom fpring of rapture flows, Which only Virtue, tranquil Virtue, knows. 20 When ( 33) When Joy's bright fun has shed his evening ray, And Hope's delusive meteors cease to play; When clouds on clouds the smiling prospect close, Still through' the gloom thy star serenely glows: Like yon"
0319700101_000007,"Reflections on the works of God, and of His Providence, throughout all nature, For Every Day in the Year. Translated first from the German of Mr. C.C. Sturm. By a lady. ...",Christoph Christian Sturm,47,4,1,1,3,1,0,2,0,0,1,0,4,1,0,0,0,1,1,0,0,1,1,1,2,16,3,3,0,0,0,1791,1,3,"London : printed for G.G.J. and J. Robinson, Paternoster-Row, MDCCXCI. [1791].",London,342,male,1740,1786,FALSE,"goods of fortune. His TRUE ornaments are in himself. The forms of aderfity may feme inmes ihake him, but they cannot overpower him; and he soon rises again above the. formy regions. If he is reduced by misfortune to poverty, he is still rich in possession of the favour of"
0700500108_000006,"The philosophical and theological works of the late truly learned John Hutchinson, Esq; In twelve volumes. Vol. I. Moses's Principia, Part I. ... Vol. II. Moses's Principia, Part II. ... Vol. III. Moses's Sine Principio; or, the meaning of the names and titles of God; ... Vol. IV. The confusion of tongues, and trinity of the gentiles; ... Vol. V. Power essential and mechanical ... Vol. VI. Glory or Gravity, or Glory Essential; ... Vol. VII. The Hebrew writings perfect. ... Vol. VIII. Containing the religion of Satan, or natural religion; and the data in Christianity, Part I. ... Vol. IX. The Data in Christianity, Part II. Vol. X. The Human Frame; ... Vol XI. Glory Mechanical; or the agents of nature, ... Vol. XII. A collection of several tracts. on the instincts in the several orders of creatures. ... With indexes.",John Hutchinson,55,0,0,0,3,0,0,0,1,0,1,0,15,0,1,4,2,5,0,0,0,3,1,0,3,1,8,3,0,3,1,1749,8,12,"London : printed for James Hodges, at the Looking-glass, overagainst St Magnus Church, Londong-Bridge, 1749.",London,508,male,1674,1737,FALSE,"his having Ideas implanted in his Soul , of Justice, Injustice, Gratitude, Ingratitude, c. which he'fenfibly felt, and which were therefore Demonstration to him, that there was a God, that he had a Soul , that there must be a future State , cc. I convinced him if Man had"
0412100101_000096,"The natural history of animals, vegetables, and minerals; with the theory of the earth in general. Translated from the French of Count de Buffon. Intendant of the Royal Gardens in France; Member of the French Academy, of the Academy of Sciences, and of the Royal Societies of London Berlin, &c. By W. Kenrick, L.L.D. and J. Murdoch. ...","Georges-Louis Leclerc, Comte de Buffon",58,4,3,0,0,0,0,0,15,1,0,0,10,1,1,0,4,0,0,0,0,1,1,0,2,2,9,0,4,0,0,1775,1,6,"London : printed for, and sold by T. Bell, (no. 26.) Bell-Yard, Temple-Bar, MDCCLXXV. [1775]-76.",London,462,male,1707,1788,TRUE,"while asleep , the things with which they have been occupied, while awake , Dogs often bark when they are asleep ; and though this barking is feeble and hollow, yet it is easy to distinguish in it the cry of the chase, accents of rage, sounds of desire, of"
0128100900_000005,"The pleasures of memory, a poem, in two parts. By the author of ""an ode to superstition, with some other poems.""",Samuel Rogers,32,0,2,0,0,1,0,1,1,0,0,2,1,3,0,0,3,4,2,0,0,0,0,0,1,3,1,0,3,2,2,1792,1,1,"London : printed by J. Davis. Sold by T. Cadell, In The Strand, MDCCXCII. [1792].",London,74,male,1763,1855,FALSE,"Virtue, knows. 20 3 When ( 33) When Joy's bright fun has shed his evening ray, And Hope's delusive meteors cease to play; When clouds on clouds the smiling profpet close, Still through' the gloom thy star serenely glows: Like yon fair orb, fie gilds the brow of night 25"
0282500300_000037,"Essays on the intellectual powers of man. By Thomas Reid, D. D. F. R. S. E. Professor of Moral Philosophy in the University of Glasgow.",Thomas Reid,46,0,0,0,2,4,2,2,0,0,1,0,0,0,1,6,2,5,0,8,0,0,2,0,7,0,0,0,1,3,0,1785,1,1,"Edinburgh : printed for John Bell, Parliament Square, and G. G. J. & J. Robinson, London, M,DCC,LXXXV. [1785].",Edinburgh,777,male,1710,1796,TRUE,"he had a brain , if anatomy had not discovered, by dissection, that the brain is a constituent part of the human body . To sum up what has been said with regard to the organs of perception , and the impressions made upon our nerves and brain . It"
0106300301_000056,"Paradise lost, and Paradise regain'd. In two volumes.",John Milton,46,3,4,0,0,0,0,3,6,0,0,4,0,2,1,0,0,1,6,0,0,0,2,0,1,3,1,0,3,0,6,1775,1,2,"[London, 1775].",London,246,male,1608,1674,TRUE,"Adam waked : so cuftom'd; for his sleep Was aery light from pure digeltion bred,. And temperate vapours bland, which th' only itoundl 5 Of leaves and fuming rills, Aurora's fan, Lightly disperse, and the flirilir matin song Of birds on every bough: so much the more: His wonder was"
0263000401_000062,"Medulla poetarum Romanorum: or, the most beautiful and instructive passages of the Roman poets. Being a Collection, (disposed under proper Heads,) Of such Descriptions, Allusions, Comparisons, Characters, and Sentiments, as may best serve to shew the Religion, Learning, Politicks, Arts, Customs, Opinions, Manners, and Circumstances of the Antients. With translations of the same in English verse. By Mr. Henry Baker. ...",,41,1,2,1,2,0,0,2,9,1,0,4,0,2,2,0,0,1,2,0,0,1,0,0,0,6,1,1,2,1,0,1737,1,2,"London : [s.n.], Printed in the Year MDCCXXXVII. [1737].",London,565,unknown,,,FALSE,"S L E E P. folded in Sleep whilst all the Members lie, And the whole Body is to Rest composed, Then, even then, we fancy we're awake , And move, and a, and view the glorious Sun, And cheerful Day ; though' pitchy Night it be: Then too, though'"
1216600108_000050,The spectator. In eight volumes. ...,,49,0,1,0,2,0,0,4,10,0,0,6,1,1,1,0,0,2,2,0,0,1,1,0,0,8,2,0,3,1,3,1769,8,8,"Glasgow : printed by Robert Duncan, for J. Robb. and [sic] R. Duncan, 1769.",Glasgow,285,unknown,,,FALSE,"of his time; .uorutn ae: uluri exoptat negligentiarn Potius, quam ilo, umi obfcuran diligentiam. Whose negligence he would rather imitate, than those mens obscure diligence. A critic may have the same consolation in the ill success of his play, as Dr South tells us a physician has at the death"
0468700602_000076,The adventurer. ...,John Hawkesworth,42,0,1,1,0,0,0,1,6,1,0,1,3,2,3,2,2,10,0,0,0,0,2,0,1,3,2,0,1,0,0,1794,2,3,"London : printed for J. Dodsley, T. Longman, B. Law and son, J. Robson, G.G. and J. Robinson, T. Cadell, R. Baldwin, S. Hayes, W. Goldsmith, W. Lowndes, G. and T. Wilkie, R. Faulder, J. Deighton, W. Fox, E. Newbery, and H. Murray, MDCCXCIV. [1794].",London,451,male,1715,1773,FALSE,"almost proverbially the charaaeriftic of a scholar; nor should it be expected that he who is deeply attentive to an abstruse science, or who employs any of the three great faculties of the soul , the memory , the imagination , or the judgement, in the close pursuit of their"
0262201201_000055,The contemplative philosopher: or short essays on the various objects of nature throughout the year; with poetical illustrations and moral reflections on each subject. In two volumes. ...,"Lobb, Richard",45,1,2,0,0,0,0,1,18,0,0,1,2,0,3,0,1,1,2,0,0,0,1,0,0,2,1,0,1,2,6,1800,1,2,"London : printed for G. G. and J. Robinson, F. and C. Rivington, W. Bent, Longman and Rees, and J. Mawman. 1800. M. Brown, printer, 1800.",London,354,unknown,,,FALSE,"of the underfianding at ail; and whether that which we call ec/tacy, be not dreaming with the eyes open, I leave to be examined"". Dr. Beattie, in his Dissertations Moral and Cri. tical, has an ingenious essay on this subject, in which he attempts to ascertain, not so much the"
0323100101_000046,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,59,0,0,0,9,0,1,0,3,0,1,0,8,0,0,2,4,1,0,2,0,0,1,0,0,3,14,0,7,0,3,1760,1,2,"London : printed for D. Browne, C. Hitch and L. Hawes, J. Shuckburgh, A. Millar, J. Beecroft, J. Rivington, J. Whiston, S. Baker, T. Payne, J. Ward, R. Baldwin, W. Johnston, W. Owen, J. Richardson, S. Crowder, P. Davey and B. Law, T. Longman, L. Davis, E. Dilly, R. Withy, and M. Cooper, M.DCC.LX. [1760].",London,409,male,1632,1704,TRUE,"more noble Being, than those do, whom they condemn, for allowing it to be nothing but the subtilest Parts of Matter. Characters drawn on Dust, that the first Breath of Wind effaces; or Impressions made on a heap of Atoms, or animal Spirits, are altogether as useful, and render the"
0760300200_000053,"A dictionary of the Bible; historical and geographical, theological, moral and ritual, philosophical and philological. By Alexander Macbean, A.M.","MacBean, Alexander           1784",25,0,2,0,1,0,1,1,4,0,1,0,1,1,2,1,0,2,0,1,1,0,1,1,2,0,0,1,1,0,0,1779,1,1,"London : printed for T. Carnan and F. Newbery jun. at Number 65, in St. Paul's Church-Yard, MDCCLXXIX. [1779].",London,455,unknown,,,FALSE,"the ninth chapter of the apocryphal book of Esther, brought into Egypt the epistle called Phurim, that is to say, the book of Esther translated into Greek. Usher takes this Dofi theus to be the same to whom Ptolemy Philometer, king of Egypt, gave the command of his troops, together"
0432900201_000208,"Titus Lucretius Carus, of the nature of things. In six books. Translated into English verse, by Thomas Creech, A.M. Late Fellow of Wadham College in Oxford. In two volumes. The sixth edition. Explained and illustrated with notes and animadversions; being a compleat system of the Epicurean philosophy.",Lucretius,48,1,2,0,0,1,0,3,17,0,0,3,0,3,0,0,0,2,2,0,0,0,1,0,1,3,1,1,4,0,3,1722,1,2,"London : printed and sold by T. Warner at the Black-Boy in Pater-Noster-Row; and J. Walthoe, jun. over-against the Royal-Exchange in Cornhill, MDCCXXII. [1722].",London,490,male,,155,FALSE,"when Sleep we view; we were awake , we either did, For Humours are diftinguifl'd or spoke of, or thought of, by their Hue. Shoul offer themselves to us From hence we dream of War, when we are asleep : Macrobius, and warlike Things, in Somn. Scip. ib. 1 p."
1742100111_000551,"Encyclopædia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature; ... The third edition, in eighteen volumes, greatly improved. Illustrated with five hundred and forty-two copperplates. ...",,53,0,0,0,1,1,0,0,0,0,1,1,8,2,3,4,4,9,0,8,0,2,1,0,7,0,1,0,0,0,0,1797,11,20,"Edinburgh : printed for A. Bell and C. Macfarquhar, 1797.",Edinburgh,817,unknown,,,FALSE,"Iuitr. Peripatetics. "" When the form or type of things is """"Ou ter imprinted on the mind by the organs of the senses , and so imprinted as not to be deleted by tine, but preset ved firm aiid laltitig, its prefurvation is called memorr."" Mr Harris, iiwho was deeply"
1183400602_000019,An enquiry into the nature of the human soul; wherein the immateriality of the soul is evinced from the principles of reason and philosophy. ...,Andrew Baxter,49,1,3,0,1,0,0,0,8,3,1,0,8,0,0,0,0,2,1,0,0,1,9,1,2,0,3,0,3,0,2,1737,2,2,"London : printed [by James Bettenham] for the author: and sold by A. Millar over-against St. Clement's Church in the Strand, MDCCXXXVII. [1737].",London,443,male,1686,1750,FALSE,"along its own channel, should perform such an effec. Let us remember that animal spirits, according to all the notion we have of them, are only very small particles of matter which are the immediate instruments of the will, when the soul would excite motion in any part of the"
0282500300_000133,"Essays on the intellectual powers of man. By Thomas Reid, D. D. F. R. S. E. Professor of Moral Philosophy in the University of Glasgow.",Thomas Reid,52,0,0,0,0,0,1,0,0,0,0,0,15,1,2,1,2,10,0,1,4,0,0,0,3,0,0,0,11,1,0,1785,1,1,"Edinburgh : printed for John Bell, Parliament Square, and G. G. J. & J. Robinson, London, M,DCC,LXXXV. [1785].",Edinburgh,777,male,1710,1796,TRUE,"may signify a vision or appearance to the eye. CICERO, who underftcod Greek well, often translates the Greek word idea by the Latin word visio. But both words being used as terms of art, one in the Platonic fyitem, the other in the Peripatetic, the Latin writers generally borrowed the"
0539901100_000023,"Philosophical essays on various subjects; viz. Space, substance, body, spirit, the Operations of the Soul in Union with the Body, Innate Ideas, Perpetual Consciousness, Place and Motion of Spirits, the Departing Soul, the Resurrection of the Body, the Production and Operations of Plants and Animals. With some remarks on Mr. Locke's Essay on the human understanding. To which is subjoined A brief scheme of ontology, or the Science of Being in General, with its Affections. By Isaac Watts, D.D.",Isaac Watts,59,0,0,0,12,9,2,0,0,1,1,0,8,0,1,1,0,1,0,5,0,2,2,0,3,0,9,2,0,0,0,1793,1,1,"London : printed for J. Murgatroyd, Chiswel-Street; sold also by Guthrie, Elder, and Dixon, Edinburgh; Miller, Glasgow, Binns, Leeds: and all other Booksellers in Town and Country, MDCCXCIII. [1793].",London,425,male,1674,1748,TRUE,"parts of the body as God hath subjected to voluntary motion, he hath powerfully ordained that such a motion shall be presently excited exited by the means of the nerves or muf des in those limbs or those parts, upon the mere volition of the soul ; for we have"
