PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(arm),termFreq(bed),termFreq(birth),termFreq(blood),termFreq(bodi),termFreq(born),termFreq(bring),termFreq(brought),termFreq(cafe),termFreq(care),termFreq(caus),termFreq(child),termFreq(children),termFreq(continu),termFreq(dead),termFreq(death),termFreq(deliv),termFreq(deliveri),termFreq(father),termFreq(feet),termFreq(follow),termFreq(forc),termFreq(gener),termFreq(god),termFreq(hand),termFreq(happen),termFreq(head),termFreq(hous),termFreq(infant),termFreq(know),termFreq(labour),termFreq(ladi),termFreq(left),termFreq(life),termFreq(littl),termFreq(live),termFreq(mean),termFreq(month),termFreq(mother),termFreq(natur),termFreq(observ),termFreq(open),termFreq(oper),termFreq(order),termFreq(pain),termFreq(parent),termFreq(person),termFreq(present),termFreq(reason),termFreq(taken),termFreq(turn),termFreq(uteru),termFreq(water),termFreq(wife),termFreq(woman),termFreq(womb),termFreq(women),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1144100300_000018,"A treatise on the improvement of midwifery, chiefly with regard to the operation. To which are added, fifty-seven cases, Selected from upwards of Twenty-Seven Years Practice. The third edition, with large additions and improvements. Imbellished with copper-plates. By Edmund Chapman, surgeon.","Chapman, Edmund",86,0,0,1,0,4,1,0,2,0,3,0,0,2,0,0,0,0,3,7,0,0,1,2,0,0,1,5,0,0,0,0,9,0,1,2,0,1,2,2,1,4,0,1,0,3,8,0,0,0,1,0,0,4,2,0,6,6,1,0,1753,1,1,"London : printed for John Brindley, Book-Binder, Book-Seller, and Stationer to his late Royal Highness the Prince of Wales, in New Bond-Street; and James Hodges on London-Bridge, M.DCC.LIII. [1753].",London,263,male,1680,1756,FALSE,"much harassed, and her Strength so lost by unprofitable Pains , that, when flhe comes to be fairly and truly in Labour , her Pains , from a Defec of Spirits, cannot rise to a Height sufficient for Delivery , though the Make of the Woman and Posture of the"
0696300800_000070,"The female physician, containing all the diseases incident to that sex, in virgins, wives, and widows; together with their causes and symptoms, their degrees of danger, and respective methods of prevention and cure: To which is added, The Whole art of New improv'd Midwifery; comprehending The necessary Qualifications of a Midwife, and particular Directions for laying Women, in all Cases of Difficult and Preternatural Births; together with the Diet and Regimen of both the Mother and Child. By John Maubray, M.D.","Maubray, John           1732",96,0,1,0,6,0,0,0,0,0,3,0,0,1,0,2,0,0,0,2,0,1,2,2,1,1,4,4,6,0,7,3,3,0,1,0,1,1,1,1,0,2,0,6,0,0,12,0,0,1,3,2,1,0,0,0,5,7,3,0,1724,1,1,"London : printed for James Holland, at the Bible and Ball, in St. Paul's-Church-Yard, 1724.",London,448,unknown,,,FALSE,"perceived: And in others it is so much more enlarged, that one single Pain or two accomplishes the BIRTH . BUT as all Women are not alike, so this RULE will admit of sundry Exceptions; for frong body'd Women , Women of their First Child , and those omewhat inrears,"
0202800402_000072,"An introduction to the practice of midwifery. By Thomas Denman, ... In two volumes. ...","Denman, Thomas",82,1,0,0,3,1,2,1,3,0,7,0,0,11,1,2,0,0,1,2,0,0,0,3,2,0,3,1,3,0,0,0,5,0,1,2,1,0,1,0,0,2,1,0,3,0,1,1,0,2,0,0,3,9,2,0,1,0,0,0,1794,2,2,"London : printed for J. Johnson, 1794-95.",London,541,male,1733,1815,FALSE,"example. If Aa 3 the the discharge hold be so great as to require some present measures for the relief of the patient, the common assistance for promoting the dilatation must be given, till we can feel diftintly the membranes of the ovum, which are to be ruptured. By the"
0780200300_000085,"The diseases of women with child, and in child-bed: as also, the best means of helping them in natural and unnatural labours. With fit Remedies for the several Indispositions of New-Born Babes. To which is prefix'd, an exact description of the parts of generation in women. A Work much more perfect than any now extant, and very necessary for all, especially Midwives and Men practising that Art. The seventh edition corrected, and augmented with several new Figures, and with the Description of an excellent Instrument to bring a Child that comes right; all correctly Engraven in Copper. Written in French by Francis Mauriceau, and translated by Hugh Chamberlen, M.D.",François Mauriceau,89,0,0,0,0,6,5,1,1,0,1,0,4,12,2,2,1,4,2,0,0,4,0,0,0,0,1,2,5,0,5,1,2,0,4,0,1,1,1,0,0,2,2,1,1,0,0,0,0,3,3,1,0,0,2,0,1,4,1,0,1736,1,1,"London : printed for T. Cox, at the Lamb, and J. Clarke, at the Bible, under the Royal Exchange in Cornhill, MDCCXXXVI. [1736].",London,433,male,1637,1709,FALSE,"ways monitrous; as also which part belongs to one Child and which to the other, that so they may be fetched one after the other, and not both together, as would be if it were not duly considered, taking the right Foot of the one, and the left of the"
1390201800_000055,"The works of aristole, in four parts. Containing I. His complete master piece; displaying the secrets of nature in the generation of man. To which is added, the family physician, being approved remedies for the several distempers incident to the human body. II. His experienced midwife; absolutely necessary for surgeons, midwives, nurses, and childbearing women. III. His book of problems; containing various questions and answers, relative to the state of man's body. IV. His last legacy; unfolding the secrets of nature respecting the generation of man.",Aristotle,95,0,4,0,6,0,2,0,1,0,0,1,1,8,1,1,0,0,1,2,0,5,1,0,0,0,3,0,11,0,2,0,8,0,3,0,3,0,1,1,6,6,1,0,0,2,1,0,0,1,0,0,3,0,0,0,2,5,1,1,1784,1,1,"London : Printed for, and sold by all the booksellers, 1784.",London,396,male,,,FALSE,"in. before for another. Hyppocrates affirms .the child is so placed in the wonb' as, t hatelits hands , its knees, and,, its head bent dowintowards its feet , so that jt lies round, together, its hands upon both its k.nes, and its. face between them; so that each eye"
0166700101_000101,"A treatise on the theory and practice of midwifery. By W. Smellie, M.D. A new edition. To which is now added, his set of anatomical tables, exhibiting The Various cases that occur in Practice, accurately engraven on forty copperplates; with explanations. In three volumes. ...",William Smellie,113,1,3,0,0,0,8,0,4,7,3,0,0,11,0,0,1,0,5,2,0,4,1,1,0,0,8,0,9,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,3,2,3,0,0,4,0,0,10,9,3,0,5,1,0,0,1784,1,3,"Edinburgh : printed for C. Elliot, Parliament-Square, M.DCC.LXXXIV. [1784].",Edinburgh,407,male,1697,1763,FALSE,"the breech coming double as it presents is brought down to the hams, the legs muss be extracted, a cloth wrapped round them, and the fore parts of the child turned to the back parts of the woman . If a pain Should in the mean time force down the"
0486300101_000180,"A medicinal dictionary; including physic, surgery, anatomy, chymistry, and botany. In all their branches relative to medicine. Together with a history of drugs; ... With copper plates. By R. James, M.D. Vol. I.","James, Robert",96,0,1,0,5,5,0,0,1,1,1,0,1,6,0,3,2,0,3,0,0,0,0,0,0,0,1,3,1,0,1,0,1,0,2,1,3,3,0,7,2,3,3,2,0,1,3,0,0,1,1,0,0,0,3,0,12,11,2,0,1743,1,1,"London : printed; and sold by T. Osborne, 1743.",London,1107,male,1703,1776,FALSE,"7 1682, I attended a woman gone with child no more than two months and a half, who miscarried in my presence of a living child , that plainly moved its Legs and'arms, and even opened its Mouth for the space of half an hour. It came into the world"
0649300500_000051,"A treatise on the management of female complaints, and of children in early infancy. By Alexander Hamilton, M. D. Professor of Midwifery in the University, and fellow of the Royal College of Physicians, and of the Royal Society, of Edinburgh, &c.",Alexander Hamilton,103,1,0,0,0,0,4,0,1,1,9,2,0,14,0,0,0,1,0,5,0,2,0,1,3,0,0,0,1,0,3,0,6,0,0,6,0,1,0,1,1,4,2,0,7,0,2,0,0,1,0,2,6,0,4,0,7,3,2,0,1797,1,1,"Edinburgh : printed for Peter Hill, Edinburgh; and T. Cadell junior and W. Davies, (successors to Mr Cadell), London, MDCCXCVII. [1797].",Edinburgh,411,male,1739,1802,TRUE,"abilities, ihe flattered herself that the was capable of managing the delivery without any extraordinary aid, although fie well knew' that such cafes hold not be undertaken by midwives. Some of the attendants, however, on being inform. ed of the cafe , insisted on my being called. The praditioner, therefore,"
0717300102_000070,"A summary view of the whole practice of physick. Being the Sentiments of the most Celebrated Authors in all Ages, Relating to Diseases, their Causes and Cures. With Most Cases in Surgery and Midwifery. To which are added, Some Observations very Rare and Uncommon; and a Curious Treatise on all Sorts of Poisons. In two volumes. By John Allen, M.D. and F.R.S. Translated by himself from the last edition of his Latin Synopsis, with very large improvements. ...","Allen, John",83,3,0,0,5,1,3,0,1,0,0,0,2,8,0,0,0,1,0,7,0,0,1,0,0,0,2,0,4,0,1,0,3,0,1,0,2,0,1,1,2,4,1,0,0,1,2,0,0,0,0,0,2,11,1,0,0,8,4,0,1733,2,2,"London : printed for John Pemberton, at the Golden-Buck in Fleet-Street; W. Innys, and R. Manby, at the West-End of St. Paul's; and W. Meadows, at the Angel in Cornhill, M.DCC.XXXIII. [1733].",London,403,male,1660,1741,FALSE,"come to handle Women they thrust their Fingers into the Vagina in a Direction lengthways of the Body , by which means they meet with the Curvature of the Os Sacrunm; which resisting their Finger;, confounds them so that they cannot find the Mouth of the Uterns; ·. hwhercas .16o"
0202500800_000042,"An essay towards a complete new system of midwifry, theoretical and practical. Together With The Descriptions, Causes, and Methods of Removing, or Relieving the Disorders peculiar to Pregnant and Lying-in Women, and New-Born Infants. Interspersed with several new improvements; Whereby Women may be delivered, in the most dangerous Cases, with more Ease, Safety, and Expedition, than by any other Method heretofore practised: Part of which has been laid before the Royal Society at London, and the Medical Society at Edinburgh; after having been perused by Many of the most Eminent of their Profession, both in Great Britain and Ireland; by whom they were greatly approved of. All Drawn up and illustrated with Several Curious Observations, and eighteen copper-plates. In four parts. By John Burton, M.D.",John Burton,101,0,0,1,5,0,1,1,2,1,3,0,0,16,0,1,0,0,1,0,0,3,0,6,1,0,3,3,9,0,0,0,3,0,1,1,2,0,1,0,5,1,0,1,5,0,4,0,1,1,0,0,4,0,1,0,3,7,3,0,1751,1,1,"London : printed for James Hodges, at the Looking-Glass, facing St Magnus'-Church, London-Bridge, MDCCLI. [1751].",London,454,male,1710,1771,FALSE,"Loss of the Waters before Birth : And, fc!rthlv, From a wrong Situation of the Child ; or, Fifthly, From its being disproportionately made. Firj/, When the Os Pubis and Sacrum are too near each other, it is evident, from a View of thrfe Parts, Tab. I. and Tab. II"
0167700700_000010,"A new and general system of midwifery. In four parts. By Brudenell Exton, M. D. Physician and Man Midwife to the Middlesex Hospital.","Exton, Brudenell",116,0,1,0,0,1,0,2,0,4,5,1,0,27,0,0,1,0,2,4,0,10,0,2,1,0,5,1,9,0,3,0,6,0,0,1,0,1,0,0,3,1,0,0,0,2,4,0,0,4,0,1,8,0,1,0,3,2,0,0,1766,1,1,"London : printed for W. Heard, at the Philobiblian's Library, in Piccadilly, MDCCLXVI. [1766].",London,185,unknown,,,FALSE,"by being exposed tocalis. the cold Air, the Circulation of the Blood is liable to be flopped between the Mother and the Child ; which, if it should be before it receives Air by the Lungs, to keep up the Circulation that Way, the Child muff inevitably be lost. As"
0692500601_000022,"Cases in midwifery: principally founded on the correspondence of ... Dr. Colin Mackenzie, with references, quotations, and remarks, by William Perfect, ... In two volumes.",William Perfect,66,2,1,1,1,2,1,1,0,0,5,0,1,4,1,2,1,0,2,2,0,1,1,2,2,0,1,0,0,0,0,0,5,2,0,0,1,0,1,3,1,2,1,1,0,1,6,0,0,1,0,2,0,2,0,0,2,1,0,0,1789,1,2,"Rochester : printed by W. Gillman, at the Phoenix Printing Office. And sold by Bew; Murray; and Foster, London, 1789.",Rochester,427,male,1737,1809,FALSE,"taken . dionis says, that thejoeus in the womb is subject to the same distempers that the mother has, and if he has the finall pox has them likewise: and this he adds, is so certain, that he has seen newborn children that had all the marks of them; but"
0692500503_000027,"A collection of preternatural cases and observations in midwifery. By William Smellie, M.D. Completing the design of illustrating his first volume, on that subject. Vol. III.",William Smellie,77,0,1,2,1,6,0,0,1,2,5,0,0,5,1,5,1,0,2,1,0,0,2,1,0,0,2,1,3,0,0,2,2,0,2,1,1,1,1,2,0,1,1,1,0,1,3,0,0,1,0,0,0,5,6,0,4,0,0,0,1779,3,3,"London : printed for W. Strahan; T. Cadell, and G. Nicol, in the Strand; and W. Fox, and S. Hayes, in Holborn, MDCCLXXIX. [1779].",London,515,male,1697,1763,FALSE,"head of of the child would have.prefented to the birth . I have had a few Cafes of the same kind, where I could not feel any pafit of the child before the. membranes were broke, and I could not account for this circumfsance before I attended this woman .;"
0198601000_000061,"The ladies friend; or, complete physical library, for the benefit and particular use of the ladies of Great Britain and Ireland; treating of the Nature, Causes, and various symptoms of all their diseases, Infirmities, and Disorders, natural or contracted, both before and after Marriage: with Direct Methods of Cure, without exposing their Indisposition to any Person living: also Of the Disorders incident to Children, from the Month to Five Years of Age; With an Appendix, Containing a Number of the most Valuable and Modern Prescriptions for Family Use. To which is annexed, The practical midwife, And thirteen curious Engravings of the natural and un-natural Posture of the Infant as it lics in the Womb, with an Explication how to manage a Difficult Labour, &c. &c. The third edition, with additions and alterations. By S. Freeman, Esq; Physician, è Collegio Regio Aberdonensi. Author of the New Good Samaritan, and other Medical Writings.","Freeman, Stephen, M.D.",63,1,0,2,0,2,0,1,1,0,2,0,1,6,1,0,2,1,0,5,0,0,1,1,3,0,0,2,0,0,1,0,0,0,2,1,1,0,1,4,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,2,5,2,0,1785,1,1,"London : printed for the author, and may be had at his House, in Staple-Inn Buildings, Middle-Row, Holborn; and by all Booksellers, and News-Carriers, in Great Britain and Ireland, [1785?].",London,339,unknown,,,FALSE,"patient should immediately be put to bed . Let her avoid all motion, and carefully guard against the passions of the mind. If the flux e moderate, open a vein by way cf revulsion; and let her take four spoonsful of the following Riftringent Ancdyne Juflp, repeating the same frequently"
0202600200_000021,"Elements of midwifry. Containing the most modern and successful method of practice in every different kind of labour. With a short history of the art of midwifry, and An Answer to a Casuistical Letter, on the Conduct of Adam and Eve, at the Birth of their first Child. By J. Astruc, Professor Royal of Physic, in the University of Paris, and Physician to the King of France. Translated, with additions and explanatory notes, by S. Ryley, Member of the Corporation of Surgeons in London.","Astruc, John",116,2,0,1,1,2,1,0,0,1,1,1,3,15,0,1,0,0,0,1,0,2,0,1,0,0,1,0,11,0,3,0,18,0,0,0,2,0,0,1,0,6,0,4,0,0,8,0,0,4,0,0,2,0,4,0,2,11,4,2,1766,1,1,"London : printed for S. Crowder, at the Looking-Glass; and J. Coote, at the King's-Arms, in Pater-Noster-Row, MDCCLXVI. [1766].",London,241,male,1684,1766,FALSE,"labour . It were to be wished that ihe had a small hand and long fingers, but this is an advantage given by nature , and not to every one; northeast Vertelefs, those who are destined to this employment ftould take care to preserve the flexibility of their fingers, by"
1503700800_000004,"The midwives monitor, and mothers mirror: being three concluding lectures of a course of instruction on midwifery. Containing directions for pregnant women; rules for the management of natural births, and for early discovering when the aid of a physician is necessary; an cautions for nurses, respecting both the mother and child. To which is prefixed, a syllabus of lectures on that subject. By Valentine Seaman, M.D. one of the surgeons of the New-York Hosital, and physician extraordinary to the lying-in ward in the alms-house.",Isaac Collins,93,0,4,2,2,0,3,1,0,1,4,1,3,6,0,1,1,0,5,1,0,2,1,0,2,0,0,0,10,0,0,0,6,0,0,0,0,0,2,2,1,3,0,0,1,0,2,0,0,9,0,0,4,0,4,0,2,6,1,0,1800,1,1,"New-York : Printed by Isaac Collins, no. 189, Pearl-Street, 1800.",New York,125,male,1746,1817,FALSE,"The whole weight of what would otherwise have been diifcharged by the periodical evacuations, not nearly equal to that of the child and its appendages. Of myacrriages, their causes and means of prevention: of exercye, elixer· of vitriol, coldi bath, bleeding, dre/s, diet, & C Of the imagination and peculiar"
0465301100_000107,"A general treatise of midwifry: illustrated with upwards of four hundred curious observations and reflexions concerning that art. Written originally in French by Lamotte, Sworn Surgeon and Man Midwife at Valognes. And translated into English by Thomas Tomkyns, Surgeon.",Guillaume Mauquest de La Motte,104,2,10,3,0,0,2,0,2,4,1,1,0,10,0,2,0,0,0,3,0,7,1,2,1,0,10,0,3,0,0,0,3,1,0,0,3,0,0,0,2,3,4,1,0,0,8,0,0,2,0,0,1,3,4,2,3,0,0,0,1746,1,1,"London : printed for James Waugh, at the Turk's Head, in Gracechurch-Street, MDCCXLVI. [1746].",London,550,male,1655,1737,FALSE,"disposition as I could wish, to attempt the reduction of the arm . I accordingly got it again into the vagina, and carried it to the bottom of the uterus , holding the child's hand in mine: I could have finihed this delivery with as much ease as I can"
0166700101_000061,"A treatise on the theory and practice of midwifery. By W. Smellie, M.D. A new edition. To which is now added, his set of anatomical tables, exhibiting The Various cases that occur in Practice, accurately engraven on forty copperplates; with explanations. In three volumes. ...",William Smellie,102,1,1,0,1,0,6,0,2,0,5,0,0,8,0,0,0,0,7,0,0,8,2,3,0,0,1,1,8,0,0,0,8,0,0,0,1,0,1,0,1,1,0,1,1,0,3,0,0,7,0,0,7,5,3,0,4,3,1,1,1784,1,3,"Edinburgh : printed for C. Elliot, Parliament-Square, M.DCC.LXXXIV. [1784].",Edinburgh,407,male,1697,1763,FALSE,"crotchet firmly above and near the chin or basis of the skull, and using a good deal of force , I have not been able to muove the head lower, till at last I have been obliged to introduce the other, and by inter. vals increase the force of pulling"
0927000503_000078,"A treatise on the theory and practice of midwifery. By W. Smellie, M.D.",William Smellie,114,2,3,0,0,1,0,0,0,3,1,0,0,18,5,0,3,0,10,2,0,4,2,1,0,0,8,1,7,0,0,0,5,0,3,0,1,0,0,1,0,1,1,0,0,0,7,0,0,10,0,0,2,4,3,1,3,0,1,0,1764,3,3,"London : printed for D. Wilson, 1752-64.",London,561,male,1697,1763,FALSE,"in the natural way; the first child delivered with the labour pains ; the second turned , and brought footling. 1749 I was bespoke, and called to a gentlewoman in labour , who had been very weak and low for many months , and much emaciated, ciated, from a Spizma"
0167300600_000078,"The diseases of women with child, and in child-bed: as also, the best means of helping them in natural and unnatural labours. With fit Remedies for the several Indispositions of New-Born Babes. To which is prefix'd, an exact description of the parts of generation in women. A Work much more perfect than any now extant and very necessary for all, especially Midwives and Men practising that Art. The eighth edition corrected, and augmented with several new figures, and with the Description of an excellent Instrument to bring a Child that comes right; all correctly Engraven in Copper. Written in French by Francis Mauriceau, and translated by Hugh Chamberlen, M.D.",François Mauriceau,102,1,0,0,4,0,0,4,1,0,2,1,2,15,2,2,5,3,1,0,0,0,0,0,0,0,2,2,12,0,2,0,1,0,1,4,6,1,2,0,9,2,0,0,2,0,1,0,0,2,0,0,1,0,1,0,4,3,1,0,1752,1,1,"London : printed for T. Cox, and J. Clarke, under the Royal-Excharge. in Cornhill, M.DCC.I.II. [1752].",London,437,male,1637,1709,FALSE,"unless afiflcd by Art; to which we are obliged, if we desire to lave the Mother's Life : This happens oftneft to little Women of their first Children , and chiefly if a little too much in Years, because their Womb being very dry, cannot be so easily dilated as"
0202600100_000039,"The compleat practice of men and women midwives: or, the true manner of assisting a woman in child-bearing. Illustrated with a considerable Number of Observations. By Paul Portal, Sworn Surgeon and Man-Midwife in Paris. Translated from the original.","Portal, Paul",99,0,3,0,5,0,1,0,2,2,1,1,0,21,0,1,0,0,4,3,0,3,1,2,2,0,6,0,7,0,0,0,1,0,2,1,1,1,1,0,4,3,3,0,0,1,4,0,0,0,0,0,1,0,1,3,2,4,1,0,1763,1,1,"London : printed for J. Johnson, at Mead's Head, opposite the Monument, M.DCC.LXIII. [1763].",London,286,male,1630,1703,FALSE,"I discovered the fhoulder blade, or (boulder of the child foremost, as also the elbow, which I did not meddle with at that time, but advancing with my hand as gently as possibly I could, I perfectly felt the before faid parts that were foremost [ i61 ] mofl, and"
0307000101_000166,"A medicinal dictionary; including physic, surgery, anatomy, chymistry, and botany, in all their branches relative to medicine. Together with a history of drugs; ... With copper plates. By R. James, M.D. ...","James, Robert",90,1,2,1,2,2,0,0,2,2,0,1,1,10,0,2,1,0,4,0,0,0,0,1,0,0,1,1,0,0,3,1,1,0,1,2,3,3,1,3,3,7,2,0,0,2,3,0,0,2,2,0,1,0,3,0,8,5,0,0,1743,1,3,"London : printed for T. Osborne; and sold by J. Roberts, 1743-45.",London,1091,male,1703,1776,FALSE,"that reason , very little dilated the internal Orifice, so that I had no room, for the present , to bring away the Afterbirth, and therefore left it to Nature , which did the business twelve hours after, For I judged it better to do to, than to offer violence"
0198100902_000127,"A system of anatomy. From Monro, Winslow, Innes, and the latest authors. Arranged, as nearly as the nature of the work would admit, in the order of the lectures delivered by the Professor of Anatomy in the University of Edinburgh. In two volumes. Illustrated with copperplates. ...",,72,4,0,0,0,3,1,0,1,0,1,0,1,7,0,4,0,0,1,2,0,0,0,3,2,0,1,1,0,0,0,0,3,0,0,0,1,0,1,1,5,2,2,1,2,0,3,1,0,0,2,0,0,10,0,0,1,4,1,0,1784,2,2,"Edinburgh : printed for C. Elliot, and G. Robinson, London, 1784.",Edinburgh,598,unknown,,,FALSE,"an oblique direrion. The veins also open into the placenta; and by injecing these veins from the uterus with wax, the whole spongy or maternal part of the placenta will be filled. The muscular tru&ure of the gravid uterus is extremely difficult to be traced with any exactness. II the"
0649300900_000042,"The diseases of women with child, and in child-bed: as also, the best means of helping them in natural and unnatural labours. With fit Remedies for the several Indispositions of New-Born Babes. To which is prefix'd an exact description of the parts of generation in women. A Work much more perfect than any now extant, and very necessary for all, especially Midwives and Men practising that Art. The sixth edition corrected, and augmented with several ne w figures, and with the Description of an excellent Instrument to bring a Child that comes right; All correctly Engraven in Copper. Written in French by Francis Mauriceau. And translated by Hugh Chamberlen, M.D.",François Mauriceau,78,1,0,0,1,4,0,0,1,0,2,1,0,6,2,2,1,1,6,2,0,4,3,1,0,0,2,0,2,0,0,0,2,0,1,1,5,0,0,1,0,0,1,2,1,0,5,0,0,3,1,0,1,0,1,0,5,4,2,0,1718,1,1,"London : printed for A. Bell, at the Cross-Keys and Bible in Cornhill, near Stocks-Market, 1718.",London,447,male,1637,1709,FALSE,"in the p cendent Chapter; it may likewife'be but an ordi ry and menstruous Flux. If then, the Blood fio but in small Quantity, and continues a little whi tis good leaving the Labour to the Work of Natu provided the Woman hath fufficieat Strength, a that it be accompanied"
0010000100_000076,"A general treatise of midwifery. Faithfully translated from the French of Monsieur Dionis, First Surgeon to the late Dauphinesses, and Sworn Master-Surgeon at Paris.","Dionis, Pierre",105,0,0,0,6,6,0,0,4,1,1,1,0,12,0,1,1,0,1,1,0,3,0,0,0,0,2,0,10,0,12,1,1,1,1,2,1,0,0,0,7,0,1,0,0,0,1,0,0,7,0,0,3,0,6,0,5,5,0,1,1719,1,1,"London : printed for A. Bell, J. Darby, A. Bettesworth, J. Pemberton, C. Rivington, J. Hooke, R. Cruttenden, T. Cox, F. Clay, J. Battley, and E. Symon, M.DCC.XIX. [1719].",London,400,unknown,,,FALSE,"to its Belly; then taking a Crotchet that's crooked, long hasted, and sharp at the Point, into his right hand , let him slide it upon his left to the Belly, and pierce it with the Point, to let out the Waters . A Child is said to be monstrous,"
0203000301_000012,"Cases in midwifery; with references, quotations, and remarks. By William Perfect, Surgeon, of West-Malling, In Kent. ...",William Perfect,83,2,1,2,0,1,2,1,4,3,2,0,0,10,2,0,0,0,1,1,0,4,0,0,1,0,2,1,5,0,0,0,5,1,2,1,0,0,1,4,2,4,1,2,2,1,3,0,0,1,0,2,0,0,3,0,2,0,0,1,1781,1,1,"Rochester : printed for the author, by T. Fisher; and sold by J. Dodsley, Pall-Mall; N. Conant, Fleet-Street; and J. Bew, Pater-Noster-Row, London, [1781-83].",Rochester,427,male,1737,1809,FALSE,"I had lill a notion of pafling up the hand to bring down the feet , provided the orifices were open enough to admit of it, and the nates distinguished before they were descended low into the pelvis. DR. JOHNSON tells us he had some talk with dr. HUNTER upon"
0696300800_000091,"The female physician, containing all the diseases incident to that sex, in virgins, wives, and widows; together with their causes and symptoms, their degrees of danger, and respective methods of prevention and cure: To which is added, The Whole art of New improv'd Midwifery; comprehending The necessary Qualifications of a Midwife, and particular Directions for laying Women, in all Cases of Difficult and Preternatural Births; together with the Diet and Regimen of both the Mother and Child. By John Maubray, M.D.","Maubray, John           1732",90,1,0,0,1,0,1,0,2,2,2,4,1,5,0,1,4,2,0,0,0,0,2,2,0,2,3,1,12,0,2,1,2,0,3,3,1,1,3,0,3,0,1,2,0,1,7,0,0,2,1,1,2,0,0,0,2,3,1,0,1724,1,1,"London : printed for James Holland, at the Bible and Ball, in St. Paul's-Church-Yard, 1724.",London,448,unknown,,,FALSE,"begin to slide down into the PELVIS; the MIIDWIFE is at this Time to study how to succour and assist the CHILD , by rendering its Passage easy. In order to which, lie must first observe to raise the upper Part of the Woman's Body a little , and give"
0367300102_000143,"A general system of surgery in three parts. Containing the doctrine and management I. Of wounds, fractures, Luxations, Tumours, and Ulcers, of all Kinds. II. Of the several operations performed on all Parts of the Body. III. Of the several bandages applied in all Operations and Disorders. The whole illustrated with thirty eight copper-plates, exhibiting all the Operations, Instruments, Bandages, and Improvements, according to the Modern and most approved Practice. To which is prefixed an introduction Concerning the Nature, Origin, Progress, and Improvements of Surgery; With such other Preliminaries as are necessary to be known by the Younger Surgeons. Being a Work of Thirty Years Experience. Translated into English from the Latin of Dr. Laurence Heister, Professor of Physic and Surgery in the University of Helmstadt, Fellow of the Royal-Society, London, and of the Royal Academy at Paris, &c.",Lorenz Heister,84,1,1,1,1,4,1,0,0,0,7,0,2,0,0,0,0,3,1,0,0,2,2,1,4,0,9,0,1,0,5,0,1,0,1,0,0,1,3,0,7,1,2,3,3,2,1,0,0,1,1,1,0,7,0,0,1,2,0,0,1743,2,2,"London : printed for W. Innys at the West-End of St. Paul's; C. Davis in Holborn; J. Clark under the Royal-Exchange; R. Manby on Ludgate-Hill; and J. Whiston in Fleet-Street, MDCCXLIII. [1743].",London,371,male,1683,1758,FALSE,"Haemorrhage is profuse, the Os Uteri appears relaxed, and the Finger perceives the spongy Substance of the Placenta instead of the Infant's Head , it then denotes, that the Flux proceeds from the Uterus by a Separation of the Placenta, which is a Cafe much more dangerous than the former."
1074400800_000030,"Aristotle's compleat and experienc'd midwife. In two parts. I. Guide for child-bearing women, in the Time of their Conception, Bearing and Suckling their Children; with the best Means of Helping them, both in Natural and Unnatural Labours: Together with suitable Remedies for the various Indispositions of New-Born Infants. II. Proper and safe remedies for the curing all those distempers that are incident to the female sex; and more especially those that are any Obstruction to their Bearing of Children. A Work far more perfect than any yet Extant; and highly Necessary for all Surgeons, Midwives, Nurses, and Child-Bearing Women. Made English by W- S-, M.D.","Salmon, William",92,1,3,0,2,0,1,0,3,0,1,2,0,13,2,1,4,0,1,0,0,4,1,0,0,0,5,3,5,0,0,3,2,0,4,0,1,1,1,0,1,0,0,2,5,0,0,0,0,5,3,0,2,0,1,0,3,5,1,0,1760,1,1,"London : printed and sold by the booksellers, [1760?].",London,167,male,1644,1713,FALSE,"Operator , is not o mindful to keep the.breift.and Face downwards, as he is in living Births .  But ifnotwithftanding all these Precautions, by reason of the' Child's Putrefanion,, the Head hold be separated, and leftrbehind in the Womb , it muss be drawn forth according to the diref&ions.which"
0228300100_000157,"The works of Aristotle, in four parts. Containing I. His complete master-piece ; displaying the Secrets of Nature in the Generation of Man. To which is added, the family physician, being approved Remedies for the several Distemper incident to the Human Body. II. His experienced midwife ; absolutely necessary for Surgeons, Midwives, Nurses, and Child bearing Women. III. His book of problems ; containing various Questions and Answers relative to the State Man's Body. IV. His last legacy ; unfolding the Secrets of Nature respecting the Generation of Man.",Aristotle,94,0,0,0,5,2,4,1,3,1,1,3,6,13,0,0,2,0,1,2,0,0,0,4,0,1,1,0,0,0,0,2,2,0,3,0,1,0,1,0,2,5,2,0,0,0,2,0,0,1,0,2,0,0,5,1,6,6,3,0,1792,1,1,"London : printed for, and sold by all the booksellers, 1792.",London,506,male,,,FALSE,"eh midwives call the water , and is an infallible fi; : n that the !irth i; neiqr for tlhe child i no lor.ner able to fubfitlt II tlhe womb aster thafe skins are brcken, than a naked man is in tle cold air. These waters , if thie child"
