PassageID,Title,Author,Total termFreq,termFreq(),termFreq(adventur),termFreq(ag),termFreq(apper),termFreq(author),termFreq(book),termFreq(charact),termFreq(design),termFreq(educ),termFreq(entertain),termFreq(event),termFreq(fabl),termFreq(fiction),termFreq(geniu),termFreq(happen),termFreq(heart),termFreq(hero),termFreq(histori),termFreq(human),termFreq(ill),termFreq(imagin),termFreq(interest),termFreq(judgement),termFreq(knowledg),termFreq(ladi),termFreq(languag),termFreq(life),termFreq(long),termFreq(love),termFreq(mankind),termFreq(manner),termFreq(mind),termFreq(modern),termFreq(moral),termFreq(natur),termFreq(novel),termFreq(origin),termFreq(passag),termFreq(piec),termFreq(pleasur),termFreq(poetri),termFreq(probabl),termFreq(prose),termFreq(public),termFreq(read),termFreq(reason),termFreq(romanc),termFreq(romant),termFreq(scene),termFreq(sentiment),termFreq(speci),termFreq(stori),termFreq(tast),termFreq(think),termFreq(thought),termFreq(verac),termFreq(virtu),termFreq(work),termFreq(write),termFreq(writer),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0534800501_000005,"Estelle. By M. de Florian, Author of Numa Pompilius, &c. &c. With an essay upon pastoral. Translated from the French, by Mrs. Susanna Cummyng. In two volumes. ...",Jean-Pierre Claris de Florian,57,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,1,1,0,3,2,0,1,5,0,0,0,2,2,3,0,5,0,4,0,5,0,0,0,0,0,0,5,0,0,5,3,1,0,0,1798,1,2,"London : printed for the translator, and sold by all the booksellers, Anno 1798.",London,156,male,1755,1794,FALSE,"so visible a good Tendency, that the Moral need not be pointed ed out; and the whole Work may be aid to exhibit the Triumphs of Virtue , all benign, serene, and amiable; and the Defeats of Vice baneful, obnoxious, and ruinous, to Mankind both in Soul and Body. I"
0100501602_000025,"The citizen of the world; or, letters from a Chinese philosopher, residing in London, to his friends in the east. ...",Oliver Goldsmith,38,0,0,1,0,4,2,0,1,0,0,0,0,1,1,0,2,0,1,1,0,1,0,0,1,0,0,0,0,2,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,2,0,0,5,1,0,0,1,1762,2,2,"Dublin : printed for George and Alex. Ewing, MDCCLXII. [1762].",Dublin,251,male,1728,1774,TRUE,"ignorance. Every man's performances, to be rightly estimated, must be compared with the state of the age in which he lived, and with his own particular opportunities; and though to a reader a book be not worse or better for the circumrfances of the author , yet as there is"
0709800202_000002,"The history of the adventures of Joseph Andrews, and his friend Mr Abraham Adams. In two volumes. Written in Imitation of The Manner of Cervantes, Author of Don Quixote. By Henry Fielding, Esq. ...",Henry Fielding,40,0,0,1,0,2,0,1,0,0,0,0,0,0,3,3,0,1,3,2,0,1,0,0,0,0,0,1,2,1,1,1,0,1,0,4,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,4,0,1773,2,2,"London : printed for B. Long, and T. Pridden, M.DCC.LXXIII. [1773].",London,292,male,1707,1754,TRUE,"themselves, and to the arts they love , in cementing, by the liberal communication of mutual alfiutance, so natural and desirable an union as that of music and poetry . No. LXXII O ON THE BEST METHOD OF XX CITING LITERARY GENIUS IN BOYS WHO POSSESS IT. T H AT"
0463600502_000044,"An history of England, In a series of Letters from a Nobleman to his Son. ...",Oliver Goldsmith,48,0,0,5,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,2,0,1,0,1,2,0,3,1,0,0,2,1,0,0,1,0,0,1,3,1,3,1,1783,2,2,"London : printed for T. Carnan, in St. Paul's Churchyard, MDCCLXXXIII. [1783].",London,287,male,1728,1774,TRUE,"nuptial rites, nor knights to bring her back from captivity 3 it can neither bewilder its personages in deserts, nor lodge them in imaginary castles. ir.emember a remark made by Scaliger upon Pontanus, that all his writings are filled with the: same images; and that if you take from him"
0783900202_000018,"Emilius; or, a treatise of education. Translated from the French of J. J. Rousseau, ... In three volumes. ...",Jean-Jacques Rousseau,53,0,0,1,0,1,3,1,0,0,0,1,0,0,1,1,4,3,2,1,0,0,1,0,0,0,0,3,0,2,3,1,1,2,0,4,0,0,0,1,0,0,0,0,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,1768,2,3,"Edinburgh : printed by A. Donaldson, and sold at his shops in London and Edinburgh, 1768.",Edinburgh,276,male,1712,1778,TRUE,"imagined , that they have discovered deep learning in many imitations of old writers ; but the examples which I have known urged were drawn from books translated in his time; or were such easy coincidences of thought , as will happen to all who consider consider the same subjets;"
0244500900_000001,The pilgrim's progress from this world to that which is to come: Delivered under the Similitude of a Dream. Wherein is discovered I. The Manner of his Setting Out. II. His dangerous Journey; and III. His safe Arrival at the Desired Country. Written by John Bunyan.,John Bunyan,50,0,0,0,0,5,3,1,1,1,0,0,0,0,1,1,1,0,0,2,0,0,0,1,2,0,1,3,1,0,0,2,2,0,0,1,0,0,1,0,2,0,1,0,2,3,0,0,0,0,0,0,0,1,1,1,0,0,3,4,2,0,1776,1,1,"London : printed by W. Oliver, in Bartholomew-Close, MDCCLXXVI. [1776].",London,287,male,1628,1688,TRUE,"is the most important of all your pursuits, there are not many books on that subject, which which I should recommend to you atprefent. Controversy is wholly improper at your age , and it is also too soon for you to inquire into the evidence of the truth of revelation,"
0106600107_000046,"The works of Henry Fielding, Esq; with the life of the author. In twelve volumes. Vol. XI.",Henry Fielding,42,0,0,1,0,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,2,0,0,1,3,0,1,2,1,0,2,0,0,0,1,0,0,1,0,0,3,1,1,0,1,0,0,0,0,1,1,0,0,4,1,1,2,1766,7,12,"London : printed for A. Millar, in the Strand, MDCCLXVI. [1766].",London,389,male,1707,1754,TRUE,"succeed like the pedant in Hicrocles, who, wheln lie offered his house to sale, carried a brick in ]his pocket as a specimen. It will not easily be imagined how much Slihak spere excels in accommodating his sentiments to real life , but by comparing limn with other authors ."
1024400104_000131,"Pamela; or, virtue rewarded. In a series of familiar letters from a beautiful young damsel to her parents: Published In order to cultivate the Principles of Virtue and Religion in the Minds of the youth of Both Sexes. A Narrative which has its Foundation in Truth, and at the same time that it agreeably entertains, by a Variety of enrious and offecting Incidents, is intirely divested of all those Images, which in too many Pieces calculated for Amusement only, tend to inflame the Minds they should instruct. In four volumes. written to the Editor on the Subject. ...",Samuel Richardson,48,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,2,0,9,0,1,0,4,0,0,1,0,0,0,3,0,0,2,3,0,3,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,4,2,1792,4,4,"London : printed for J. F. and C. Rivington, B. Law and Son, S. Crowder, G. G. J. and J. Robinson, S. Bladon, T. Vernor, T. Cadell, J. Johnson, W. Richardson, W. Otridge, R. Baldwin, S. Hayes, W. Goldsmith, P. Macqueen, Ogilvie and Speare, G. and T. Wilkie, and W. Lane, M.DCC.XCII. [1792].",London,433,male,1689,1761,TRUE,"like schoolboys or mob admitted into a palace. There was also ati intemperance and a luxuriancy in his wit, which he did not enough restrain. He wrote little to the understanding, and less to the heart ; but he frequently delights the imagination , and sometimes strikes it with flashes"
0013700205_000016,"The history of Tom Jones, a foundling. By Henry Fielding, Esquire.",Henry Fielding,38,0,0,0,0,3,3,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,3,3,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,1,3,2,0,1780,5,9,"London : printed for Joseph Wenman, No. 144, Fleet-Street, M.DCC.LXXX. [1780].",London,118,male,1707,1754,TRUE,"was accomplished by Mr. Dodfley. It is probable that the reception and sale of the poem did not encourage him to complete his design . Indeed, to write a truly excellent Georgic is one of the last efforts of the human mind . Perfecly to fuccced in this species of"
0244000601_000021,"The works of Henry Fielding, Esq; with the life of the author. Vol. I.",Henry Fielding,49,0,0,0,0,5,0,2,1,0,1,1,0,0,0,0,1,1,0,1,0,2,2,0,0,0,2,2,0,1,2,6,1,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,3,0,1,0,1,1784,1,10,"London : printed for W. Strahan, J. Rivington and Sons, T. Payne, S. Crowder, T. Longman, J. Robson, C. Dilly, G. Kearsly, G. Robinson, J. Johnson, T. Cadell, T. Lowndes, R. Baldwin, W. Cater, G. Nicol, S. Bladon, J. Murray, W. Otridge, J. Sewell, W. Lane, J. Bowen, and W. Fox, MDCCLXXXIV. [1784].",London,520,male,1707,1754,TRUE,"and the labours of abflradt fudy; and they gradually raise it above the attachments of sense, and prepare it for the enjoyments of virtue . So consonant is this to experience, that in the education of youth, no object has in every age appeared more important to wise men, than"
0622301102_000017,"Eloisa: or, a series of original letters collected and published by J. J. Rousseau. Translated from the French. In four volumes. ...",Jean-Jacques Rousseau,47,0,0,1,0,1,0,4,0,0,2,1,0,0,2,0,2,0,0,2,0,0,2,1,0,0,0,2,0,2,2,9,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,1,2,0,1761,2,4,"Dublin : printed for James Hunter, 1761.",Dublin,243,male,1712,1778,TRUE,"could make man believe * Summer, verf. 1171 i Autumn, verf. 177 t Winter, verf. z76. lieve the contrary of a felf evident axiom, or reconcile him to a life of perfect solitude; so I should imagine , that our love of nature and regularity might still remain with us"
0310901304_000131,"Pamela; or, virtue rewarded. In a series of familiar letters from a beautiful young damsel, to her parents Published, In order to cultivate the Principles of Virtue and Religion in the Minds of the Youth of Both Sexes. A Narrative which has its Foundation in Truth, and at the same time that it agreeably entertains, by a Variety of curious and affecting Incidents, is entirely divested of all those Images, which in too many Pieces calculated for Amusement only, tend to inflame the Minds they should instruct. In four volumes. The tenth edition. To which are prefixed, extracts from several curious letters written to the editor on the subject. ...",Samuel Richardson,48,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,10,0,1,0,3,0,0,1,0,0,0,3,0,0,2,3,0,2,0,0,1,2,2,0,0,0,0,0,0,2,0,0,0,0,1,3,2,1771,4,4,"London : printed for W. Strahan, J. and F. Rivington, W. Johnston, T. Caslon, S. Crowder, B. Law, W. and J. Richardson, S. Bladon, R. Baldwin, T. Davies, T. Becket, and B. Collins. M.DCC.LXXI. [1771].",London,433,male,1689,1761,TRUE,"concern that an author of this sort ought to to have before him. These books are written chiefly to the young , the ignorant, and the idle, to whom they serve as lectures of condua, and introdudions into life . They are the entertainment of minds unfurniihed with ideas, and"
1024500202_000073,"The history of the adventures of Joseph Andrews, and his Friend Mr Abraham Adams. Written in imitation of the manner of Cervantes, Author of Don Quixote. By Henry Fielding, Esq; in two volumes. ...",Henry Fielding,50,0,0,2,0,6,3,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,3,2,0,0,1,0,1,0,1,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,2,3,7,0,1775,2,2,"London : printed for John Bell, No 132, Strand, M.DCC.LXXV. [1775].",London,186,male,1707,1754,TRUE,"- , J- -- -'-~~~ ~ - _ ______ -- - ~~ -- ili C I n ~~ il · ~~ r: ~ _·1 F, X A ~~~~~~~~ifii _ _ _ _ 7 i KI K _ _ - ~ ~ - - _ _ THE A D ven T"
0393600205_000023,The miscellaneous works of Oliver Goldsmith. Volume fifth. Containing volume. Second of the citizen of the world.,Oliver Goldsmith,41,0,0,2,0,5,0,3,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,2,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,6,1,1,1,0,1792,5,7,"Perth : printed by R. Morison, junior, for R. Morison and Son, Booksellers, Perth; N. R. Cheyne, Edinburgh; and W. Coke, Leith, M,DCC,CXII. [1792].",Perth,305,male,1728,1774,TRUE,"are entikd~i~ to much commendation.. They Fpefent us with excellent lessons in virtue and moraity, Joined to the mort lively and ingenious remlarks. W~ce havel not room for further extraas, and muff therefore coznclude our account of this entertaining publication wvith oblervinrg, that,, as the fthbje~ts difr cussed in it"
0747700500_000011,Observations on the Night thoughts of Dr. Young; with occasional remarks on the beauties of poetical composition. By Courtney Melmoth.,Samuel Jackson Pratt,46,0,0,0,0,3,2,0,1,0,1,0,0,0,2,0,1,0,1,0,0,2,0,3,0,0,1,0,1,0,0,1,0,1,2,3,0,1,1,0,2,0,0,0,0,3,2,0,0,0,0,0,0,1,3,1,0,0,0,2,3,2,1776,1,1,"London : printed for Richardson and Urquhart, At The Royal Exchange, M.DCC.LXXVI. [1776].",London,201,male,1749,1814,TRUE,"domestic wisdom. It was said of Euripides, that every verse was aprecept; and it may be saidof Shakspere, that from his works may be colleced a system of civil and ceconomical prudence. Yet his real power is not shown in the splendour of particular passages , but by the progress"
1757600102_000082,"An history of England, in a series of letters from a nobleman to his son. ...",Oliver Goldsmith,41,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,4,1,0,0,1,0,1,1,2,0,0,1,0,6,1,2,0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1790,2,2,"London : printed for F. Power and Co. successors to the late Mr. T. Carnan, 1790.",London,287,male,1728,1774,FALSE,"of Horace, and all the delicacy of Tibullus. In many of them, however, we discover a degree of that conceit, or affcalion of phrase, which seems inseparable parable from Italian poetry ; and the Platonic ideas LTTER with which all his writings abound, though admired _ by his countr.men as"
0012800701_000001,"Pamela: or, virtue rewarded. In a series of familiar letters from a beautiful young damsel, to her parents. Now first Published In order to cultivate the Principles of Virtue and Religion in the Minds of the Youth of Both Sexes. A Narrative which has its Foundation in Truth and Nature; and at the same time that it agreeably entertains, by a Variety of curious and affecting Incidents, is intitely divested of all those Images, which, in too many Pieces calculated for Amusement only, tend to inflame the Minds they should instruct. In two volumes. The third edition. To which are prefixed, extracts from several curious letters written to the editor on the subject. ...",Samuel Richardson,53,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,1,0,2,4,0,1,7,0,0,0,3,2,0,1,0,0,1,2,0,1,1,0,0,2,1,1,1,0,3,3,1,1,2,1741,1,2,"London : printed for C. Rivington, in St. Paul's Church-Yard; and J. Osborn, in Pater-Noster Row, MDCCXLI. [1741].",London,335,male,1689,1761,TRUE,"LACIK TOWER, By yohn7 Palmer, TWO VOLUMES, IMO. PRICE 6s. SEWED. It appears essential to romance , that the fccne it defcril'es should either be remote fi-om the times in which we live, or the people with whom we converse. The first of there roles has been obeyed by Mr."
0775600103_000045,"The mirror. A periodical paper, published at Edinburgh in the years 1779 and 1780. In three volumes. ...",Henry Mackenzie,44,0,0,0,0,2,2,5,0,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,4,0,0,6,0,0,1,0,0,0,2,0,1,0,0,1,0,1,0,0,1,1,0,2,0,2,2,0,1,0,1781,3,3,"Edinburgh : printed for W. Creech, Edinburgh; and W. Strahan, and T. Cadell, London, MDCCLXXXI. [1781].",Edinburgh,352,male,1745,1831,TRUE,"being highly useful. Critics, xwho have confined their observations [ 46 ] observations on style to expression and language , have omitted the most dignified and important consideration of their subjec. They have begun at the wrong end, and applied themselves solely to examine the effec, in the hope of"
1543000102_000084,"Emilius; or, A treatise of education. Translated form the Frenceh of J.J. Rousseau, citizen of Geneva. In three volumes.",Jean-Jacques Rousseau,60,0,0,0,0,5,5,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,3,1,0,1,1,1,0,3,3,0,1,1,0,0,0,0,0,0,1,0,0,1,3,3,0,0,0,0,1,0,13,4,1,0,0,1,2,0,0,1773,2,3,"Edinburgh : printed for J. Dickson and C. Elliot, M.DCC.LXXIII. [1773].",Edinburgh,317,male,1712,1778,TRUE,"mind with.a proper degree of it. Taste is indisputably. very desirable in itself; but it is the more so, as it has an influence on moral virtue . That delicate faculty which is sensibly delighted with all that is beautiful and K sublime, sublime, and immediately disgusted with all that"
1058900201_000005,"The history and adventures of the renowned Don Quixote. Translated from the Spanish of Miguel de Cervantes Saavedra. To which is prefixed, Some Account of the Author's Life. By T. Smollett, M.D. In four volumes. ...",Miguel de Cervantes,34,0,0,0,0,4,2,1,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,2,1,3,1,0,1,0,1,1,0,1,0,0,2,0,0,0,1786,1,4,"London : printed for W. Longman, J. Caslon, T. Law, T. Nicol, W. Baldwin, and T. Fox, MDCCLXXXVI. [1786].",London,374,male,1547,1616,TRUE,"been told in the usual narrative way of telling Stories designed to amuse n St': Vow. p. I : I amuse and divert, and not in Letters written by the respective persons whole hiflo4jy is given in them. The author thinks he ought not to prescribe to the tafle of"
0352100501_000003,"The knights of the Swan; or, the court of Charlemagne: an historical and moral tale. To serve as a continuation to The tales of the castle; And of which all the Incidents that bear Analogy to the French Revolution are taken from History. Translated from the French of Madame de Genlis, Author of the theatre of education, adelaide and theodore, &c. by the Rev. Mr. Beresford. ...",Stéphanie Félicité du Crest de Saint-Aubin,46,0,0,3,0,1,0,1,0,0,0,0,1,0,1,0,1,1,3,0,1,1,5,0,0,0,0,0,3,3,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,3,1,2,0,0,2,2,0,1,2,1797,1,2,"Dublin : printed for P. Wogan, P. Byrne, H. Colbert, J. Milliken, J. Chambers, B. Dugdale, W. Porter, H. Fitzpatrick, J. Rice, G. Folingsby, and N. Kelly, 1797.",Dublin,352,female,1746,1830,TRUE,"ol lie'lagetrc ROM lhesaeneeb and ¢haricldea. itaftl, tilder the same elafs may be ranked the Fables of Parthenius Nicenus, of Athenagoras, Theodorus Prodromus, Luflathius, and Longus. Indeed antiquity could scarce be reconciled to such pieces , and always looked on them as abuses, Photius, in his Bibliotheca, cod. Ixxxvii. gives"
1607600700_000002,"La bruyere the less or, Characters and manners of the children of the present age. Written for the use of children of twelve or thirteen years of age; with the exception of the ten last chapters, which apply to persons of more advanced years. Translated from the French of Madame De Genlis.",Stéphanie Félicité du Crest de Saint-Aubin,57,0,0,2,0,2,6,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,1,2,0,0,2,0,2,0,0,1,4,2,1,0,1,1,0,0,0,1,11,0,0,0,0,0,0,0,1,0,0,0,3,4,1,0,2,1800,1,1,"London : Printed by A. Strahan, Printers Street, for T.N. Longman and O. Ress, Paternoster-Row, 1800.",London,288,female,1746,1830,TRUE,"whereas in the poetical prose fable we attend only to the events that are before us. Thus, in the Tale of a Tub, I not only mind what is related of three brothers, Peter, Martin, and Jack, but also keep it conitantly in view, that those three brothers are by"
0290100103_000022,The cry: a new dramatic fable. In three volumes. ...,Jane Collier,50,0,0,0,0,2,1,6,1,0,1,1,0,0,0,0,1,1,0,6,0,1,0,0,0,0,0,1,0,1,0,0,3,0,0,4,0,2,0,1,2,0,0,0,0,1,0,0,0,1,1,0,1,0,2,1,0,3,2,1,2,0,1754,3,3,"London : printed for R. and J. Dodsley, 1754.",London,304,female,1714,1754,TRUE,"1669, was universally allowed to be a matler piece . The fubjecs are happy in these pieces of eloquence, ia proportion to the misfortunes of the deceased per. sons whose praises they celebrate. It is in these a in tragedy, where the futferings of the princip personages constitute what is"
0290100101_000004,The cry: a new dramatic fable. In three volumes. ...,Jane Collier,37,0,1,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,2,0,1,0,1,2,0,1,0,2,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,2,0,1,1,0,1,1,4,1,0,1754,1,3,"London : printed for R. and J. Dodsley, 1754.",London,294,female,1714,1754,TRUE,"TH HIST OR Y OF LADY BARTON. V 0 L I, [ THE H I S T O R Y HISTORY O F LADY BARTON, A N O V E L IN LETTERS, BY MRS. G R I F F I T H. IN THREE VOLUMES, / V 0 L"
0272300101_000001,"The history of Sir Charles Grandison, and The Honourable Miss Byron: in which will be included memoirs of a noble Italian family. In a series of letters. By Samuel Richardson, Esq. Author of the celebrated histories of Pamela and Clarissa Harlowe. Formerly published in seven volumes; the whole now comprised in two large octavo volumes. Embellished with elegant copper-plates.",Samuel Richardson,43,0,0,0,0,1,0,5,0,1,1,1,0,0,0,1,1,0,2,0,0,0,1,1,0,4,2,0,0,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,3,5,1,1,1,1786,1,7,"London : printed for Alex Hogg, at No. 16, Paternoster-Row, [1786?].",London,138,male,1689,1761,TRUE,"and the uprightness of your heart , that  you have to very good purpose turned  over those books , which are my favour'  as well as yours, and which do ho.  nour to the present age , and answer the only ends of good writing ,"
0302300403_000030,"The history of Tom Jones, a foundling. In six volumes. By Henry Fielding, Esq;",Henry Fielding,40,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,2,0,1,0,0,0,0,2,1,2,2,0,2,0,1,0,0,1,0,0,1,0,0,0,2,0,6,0,0,1,0,1,0,0,0,1,0,0,0,2,2,1,1,1,1749,3,6,"London : printed for A. Millar, over-against Catharine-Street in the Strand, MDCCXLIX. [1749].",London,372,male,1707,1754,TRUE,"from the follies of youth, by showing him, him, not so much the sweets of  love , as the bitter effets of it r as soon as he attains to a riper age , Caffandana dies, and the hero begins his travels. Thus history fnnply relates fats as they"
0005100101_000007,"Eloisa: or, a series of original letters, collected and published by Mr. J. J. Rousseau, Citizen Of Geneva. Translated from the French. To which are added, The adventures of Lord B- at Rome, being the sequel of Eloisa, (found among the Author's Papers after his Decease).",Jean-Jacques Rousseau,55,0,0,0,0,1,9,0,2,0,1,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,1,1,1,3,0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,6,0,5,0,0,0,0,0,0,2,0,0,2,1,4,1,2,1795,1,3,"London [i.e. York?] : printed for C. Bathurst, C. Nourse, T. Carnan, F. Newbery, R. Cater, R. Brotherton, W. Johnstone, P. Valliant, N. Conant, T. Davies, L. Davies [sic], A. Millar, R. Tonson, G. Keith, W. Owen, and L. Hawis, 1795.",York,370,male,1712,1778,TRUE,"love is the object, are in the two first books , and tend to preserve Cyrus from the follies of of youth, by hewing him, not so much the sweets of love , as the bitter effects of it: As soon as he attains to a riper age , Cafandana"
0260200400_000001,"Jeffery's edition of The castle of Otranto, a Gothic story. Translated by William Marshal, Gent. from the original Italian of Onuphrio Muralto, Canon of the Church of St. Nicholas at Otranto.",Horace Walpole,48,0,0,2,0,9,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,2,0,2,1,0,1,1,2,0,0,1,0,1,0,0,2,0,0,1,0,2,0,2,0,0,1,7,0,0,0,1796,1,1,"London : printed by Cooper and Graham, and sold by the publisher [Edward Jeffery], No. 11, Pall-Mall, 1796.",London,174,male,1717,1797,TRUE,"of it: As soon as he attains to a riper age , Caflandana dies and the hero begirs his travels. Thus history simply relates fats as they happen , without cndeavouring after the intrigues, fpcechcs and surprising adventures of romance . A 6 III III Some objec that the travels"
0005300702_000003,"The history of Tom Jones, a foundling. By Henry Fielding, Esq; ...",Henry Fielding,45,0,0,2,0,5,0,1,0,0,0,0,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,1,3,0,1,1,0,3,0,2,0,0,0,0,0,2,3,0,3,0,0,1,0,1,0,0,0,0,1,2,0,1,4,0,2,0,1774,2,3,"Edinburgh : printed for A lexander Donaldson. Sold at his Shops, No. 48, East corner of St. Paul's Church-Yard, London; and at Edinburgh, M.DCC.LXXIV. [1774].",Edinburgh,363,male,1707,1754,TRUE,"OF ANCIENT ENGLISHIPOETRY CONSISTING OF old Heroic baladns SONGS, ani other PIECES of our earlier POETS, Ciefilyof thle LYRC kilnd Togeter witlx some few of later Date VOLUME THE HI. - UBLI N L. Printed for P .WILL. ON indame Street, and[ e1 .Writ T's .in Skinner Row, mdcctxcv ["
0038500100_000023,"Letters written during a residence in England. Translated from the French of Henry Meister. Containing Many Curious Remarks Upon English Manners And Customs, Government, Climate, Literature, Theatres, &c. &c. &c. Together with a letter from the Margravine of Anspach to the author.",Jacques-Henri Meister,48,0,0,1,0,3,0,4,2,0,2,1,0,0,2,0,0,3,1,1,0,1,2,0,0,0,3,0,0,0,0,5,0,0,0,5,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,1799,1,1,"London : printed for T.N. Longman and O. Rees, NO. 39, Paternoster-Row, 1799.",London,359,male,1744,1826,FALSE,"duration. Surely then that degree of rcfpeat refpea is due to the general opinion of mankind , and to the wisdom of our predecessors, which leads us to presume, that there muff have been some benefit perceived by experience from an institution thus ancient and universal. And it is natural"
0112300108_000004,"The works of Henry Fielding, Esq; in twelve volumes. With the life of the author. Volume the First.",Henry Fielding,38,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,2,1,2,1,0,2,0,1,0,0,1,0,0,0,0,0,0,2,0,6,0,0,1,0,1,0,0,0,1,0,0,0,2,2,1,2,1,1775,8,12,"London : printed for John Bell, No 132. Strand, M.DCC.LXXV. [1775].",London,407,male,1707,1754,TRUE,"paiflages essential to the flogry, which could not. well be brought to light but: by their na'ivetj~l and simplicity : in articular, thle womanish terror and foibles of Bianca, in the last chapter, uondluce eirentially towvards advancing the cataffrophe. It is natural for a tranilator to be prejudiced in favour"
0206700103_000042,The female Spectator. |...,Eliza Haywood,43,0,0,0,0,3,4,1,0,0,0,2,0,0,0,2,0,0,2,0,0,1,2,1,1,2,0,1,0,2,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,6,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1748,3,4,"London : printed and published by T. Gardner, at Cowley's-Head, opposite St. Clement's Church in the Stárand, M,DCC,XLVIII. [1748].",London,334,female,1693,1756,TRUE,"the glorious Blenheim less entire on the mind . The Campaign met with loud and general applause, as might have been. *petedl from the subject, though the poem had been much less perfe6t. The next year our Author attended Lord HALLIFAX to Hanover. In 1706 he was chosen, Undersecretary to"
0429900201_000003,"The female Quixote; or, the adventures of Arabella. In two volumes. ...",Charlotte Lennox,44,0,2,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,1,6,0,4,2,2,2,0,0,3,0,1,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,1,0,1,0,0,0,1,0,2,1752,1,2,"London : printed for A. Millar, over-against Catharine-Street in the Strand, M.DCC.LII. [1752].",London,284,female,1729,1804,TRUE,it is difficult to find the original of any art. The steps which lead to perfection are many; and we are at a loss on whom to bellow the greatest share of our praise; on the first or on the lait who may have bore a part in the progress.
