PassageID,Title,Author,Total termFreq,termFreq(),termFreq(author),termFreq(axiom),termFreq(book),termFreq(breviti),termFreq(celebr),termFreq(comprehens),termFreq(contain),termFreq(contract),termFreq(curios),termFreq(digest),termFreq(discern),termFreq(discov),termFreq(discoveri),termFreq(doctrin),termFreq(establish),termFreq(fact),termFreq(fame),termFreq(few),termFreq(foundat),termFreq(gener),termFreq(geniu),termFreq(grandeur),termFreq(human),termFreq(idea),termFreq(infinit),termFreq(intellig),termFreq(judgment),termFreq(know),termFreq(knowledg),termFreq(law),termFreq(learn),termFreq(littl),termFreq(magnific),termFreq(mankind),termFreq(maxim),termFreq(multitud),termFreq(natur),termFreq(notion),termFreq(number),termFreq(opinion),termFreq(order),termFreq(perceiv),termFreq(philosophi),termFreq(precept),termFreq(principl),termFreq(read),termFreq(reason),termFreq(receiv),termFreq(reduc),termFreq(refin),termFreq(sentenc),termFreq(set),termFreq(short),termFreq(simpl),termFreq(small),termFreq(specul),termFreq(studi),termFreq(subject),termFreq(sublim),termFreq(suprem),termFreq(system),termFreq(tenet),termFreq(theorem),termFreq(truth),termFreq(univers),termFreq(varieti),termFreq(variou),termFreq(view),termFreq(volum),termFreq(wonder),termFreq(word),termFreq(work),termFreq(world),termFreq(writer),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0271400200_000033,Letters on education. With observations on religious and metaphysical subjects. By Catharine Macaulay Graham.,Catharine Macaulay,41,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,6,1,2,0,0,0,0,0,3,0,1,1,1,1,1,0,1,3,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1790,1,1,"London : printed for C. Dilly, in the Poultry, MDCCXC. [1790].",London,525,female,1731,1791,TRUE,"ilis of the pupil, who should be made to repeat them aloud. If tilere are more than one pupil, one day in the weck may he allotted sir this purpose i; 1ul. I would enlircly prohibit the airing of plays, for tilclhe rcai ills; it requires more con lidence than"
0315000602_000015,"Letters on the improvement of the mind, addressed to a young lady. In two volumes. By Mrs. Chapone. ...",Hester Chapone,39,0,0,0,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,1,0,1,1,0,0,0,0,4,1,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,1,1,0,2,0,3,0,0,1774,2,2,"London : printed by H. Hughs, for J. Walter. at Homer's Head, Charing-Cross, MDCCLXXIV. [1774].",London,233,female,1727,1801,TRUE,"ft nfua! palion tr ..re .cndl ene minaacy. On the cf. Greece as ur.o' that is, -... n, y graviry and conjugal love; : ccether with iercury invention, nd eloauence -- and jypiter or roitical wisdom, On the fide of Asir , Afa was Mars, .who repreients brutal valour and"
0403500100_000001,An estimate of the religion of the fashionable world. By one of the laity.,Hannah More,46,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,6,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,0,0,0,0,4,0,0,1,0,3,2,3,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,4,0,1791,1,1,"London : printed for T. Cadell, in the Strand, M.DCC.XCI. [1791].",London,269,female,1745,1833,TRUE,"AN E S T I M A TE OF THE RELIGION OF THE FASHIONABLE WORLD , AN E S T I M A T E OF THE R E L I G o1 0 OF THE FASHIONABLE WORLD . BY ONE OF THE LAITY. There was never found, in any"
0264100302_000002,"The works of Mrs. Catharine Cockburn, ... Several of them now first printed. Revised and published, with an account of the life of the author, by Thomas Birch, ... In two volumes. ...",Catharine Trotter,50,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,0,0,0,1,0,1,2,1,0,5,0,0,10,2,0,0,1,0,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,2,2,1751,2,2,"London : printed for J. and P. Knapton, 1751.",London,586,female,1679,1749,FALSE,"the precision of logic, and attachment to truth , which. make books of this nature really useful to the common cause of virtue and religion. But after all, on this subject it would not be amiss, for disputants to attend to the advice of M. Bail: "" Difputez rant qu'il"
0617501500_000082,Letters on education. With observations on religious and metaphysical subjects. By Catherine Macaulay Graham.,Catharine Macaulay,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,5,1,1,1,0,0,1,1,0,0,0,0,0,0,6,0,0,1,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,0,3,0,0,0,0,0,0,1,3,0,1790,1,1,"Dublin : printed for H. Chamberlaine and Rice, L. White, W. Mc. Kenzie, J. Moore, Grueber and Mc. Allister, [and 2 others in Dublin], 1790.",Dublin,336,female,1731,1791,TRUE,"nature equally affect the whole line of animal existence, it must be allowed, that this part of the system of providential government lies quite out of the depth of human knowledge to comprehend, and mufl ever remain an objec of faith and confidence. But if it is permitted to indulge"
0599900301_000034,Strictures on the modern system of female education. With a view of the principles and conduct prevalent among women of rank and fortune. By Hannah More. In two volumes. ...,Hannah More,43,0,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,4,2,0,0,0,0,2,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1799,1,2,"London : printed by A. Strahan, for T. Cadell jun. and W. Davies, 1799.",London,320,female,1745,1833,TRUE,"am a painter !"": so a thorougti, paced novel reading Miss, at the'clofe f every tissue of hackneyed adventures, feels within herself the stirring impulse off 6ti responding genius ,  and triumphantly. -. "" And I too am an: authdore The glutted imagination soon overflows with the redundance of"
0244000500_000036,"Dinarbas; a tale: being a continuation of Rasselas, Prince of Abissinia.",Cornelia Knight,47,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4,0,0,0,2,0,0,0,1,5,0,8,2,0,1,0,0,3,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,2,2,2,0,0,1,0,0,1790,1,1,"London : printed for C. Dilly, In The Poultry, M.DCC.XC. [1790].",London,346,female,1757,1837,FALSE,"posed? Of manuscripts, which have no other merit than the claim of dubious antiquity; treatises on mystic devotion, or judicial judicial aftrolbgy, and annals of nations, from whomwe can gain little inftruaion, because they were not further advanced than ourselves; I know , Imrlae, you already hearme with impatiegce, and"
0093100300_000032,"The works (never before published) of Jeanne-Marie Phlipon Roland, wife of the ex-minister of the interior; containing her philosophical and literary essays, Writtin Previous To Her Marriage; Her Correspondence, And Her Travels. To Which Are Annexed The Justificative Documents Relative To Her Imprisonment And Condemnation. The whole preceded by a preliminary discourse, interspersed with notes, illustrative and explanatory, by L. A. Champagneux. Translated from the French.",Manon Roland,39,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,2,2,1,0,0,1,1,0,1,0,0,1,0,0,5,0,1,1,0,0,2,0,4,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,1800,1,1,"London : printed for J. Johnson, ST. Paul's Church-Yard. 1800. Luke Hansard, printer, Great Turnstile, Lincoln's Inn Fields, [1800].",London,404,female,1754,1793,FALSE,"are very vain when they are not supported by religious ideas : without them, I see nothing that can prevent an unhappy man fiiom ridding himfilf of a burdensome existence. In this scarcity of consolation, support and resources against evils, a dreadful fcarcitv in which reason alone often forsakes us,"
0168800401_000013,"A tour in Switzerland; or, a view of the present state of the governments and manners of those cantons: with comparative sketches of the present state of Paris. By Helen Maria Williams. ...",Helen Maria Williams,29,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2,0,1,1,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1798,1,2,"London : printed for G. G. and J. Robinson, Paternoster-Row, M,DCC,XCVIII. [1798].",London,373,female,1762,1827,TRUE,"would write our names and place of abode in a book , which he appropriates to the use of inscribing the long list of his foreign visitors. An hour after my return from his house he came to pay me a visit, which I was taught to confider as an"
0901800304_000016,"Secret memoirs and manners of several persons of quality of both sexes. From the new Atalantis, an island in the Mediterranean. In Four Volumes. Written originally in Italian. ...",Delarivier Manley,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,2,0,1,0,1,1,4,1,1,1,0,0,0,4,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1720,4,4,"London : printed for John Morphew near Stationers-Hall, 1720.",London,336,female,1663,1724,TRUE,"little to secure the Orthodox theirs in the Church. Cicero saw the Emperor was Child Icfs, Icfs, and doubting whether he could acquire for himself an Interef in the next Successor, debated with that fawning artful Patrician Ciataline, whether it were possible for them to rouse the old Spirit of"
1607600700_000035,"La bruyere the less or, Characters and manners of the children of the present age. Written for the use of children of twelve or thirteen years of age; with the exception of the ten last chapters, which apply to persons of more advanced years. Translated from the French of Madame De Genlis.",Stéphanie Félicité du Crest de Saint-Aubin,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,3,0,0,1,0,1,1,1,3,0,10,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1800,1,1,"London : Printed by A. Strahan, Printers Street, for T.N. Longman and O. Ress, Paternoster-Row, 1800.",London,288,female,1746,1830,TRUE,"secret thoughts of Alexander, fulius Chelar, Charles X II of S weden, c. we might have experienced such an emotion. But thould it be said that the love of glory diff~teretly conceived would. be pro duaive of virtuous consequences; I anfwier, : n o; because patlion never reasons ;. it"
0164301100_000006,"Reflections upon the education of children in charity schools; with the outlines of a plan of appropriate instruction for the children of the poor; submitted to the consideration of the patrons of schools of every denomination, supported by charity. By Mrs. Trimmer.",Sarah Trimmer,36,0,0,0,3,0,0,2,1,0,0,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,1,2,0,0,0,2,5,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1792,1,1,"London : printed for T. Longman, Paternoster-Row; and J. and F. Rivington, St. Paul's Church-Yard, M.DCC.XCII. [1792].",London,57,female,1741,1810,TRUE,"of the Sunday School subscription was not enough to support a School of Industry, the parents of the children willingly agreed to pay threepence per week for each scholar. A small sum of money from the Sunday School fund was then laid out in purchasing materials for various articles of"
0488700102_000001,Strictures on the modern system of female education. ... By Hannah More. In two volumes. ...,Hannah More,41,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,1,0,0,0,0,5,0,5,0,0,0,0,0,2,1,0,0,0,0,0,0,4,1,0,1,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,1,0,0,1,4,2,0,0,0,0,0,1799,2,2,"London : printed for T. Cadell Jun. and W. Davies, 1799.",London,331,female,1745,1833,TRUE,"n - 1 - 1-, -- - -4.;,  C ~~~~~ YA 1e 7 lt I / C TU -- -- S STRICTURES ON THE MODERN SYSTEM OF FEMALE EDUCATION. WITH f VIEW OF THIE PRINCIPLES AND CONDUCT PREVALENT AMONG WOMEN OF RANK AND FORTUNE. By HANNAH MORE. e May"
0384300100_000034,"Poems and essays, by the late Miss Bowdler.",Jane Bowdler,59,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,6,0,0,2,2,0,0,3,1,3,0,0,3,0,1,1,0,2,0,0,3,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,7,0,4,1,1793,1,1,"Bath : printed by R. Cruttwell; and sold by C. Dilly, Poultry, J. Robson and T. Hookham, New Bond-Street, London; and N. R. Cheyne, Edinburgh, MDCCXCIII. [1793].",Bath,283,female,1743,1784,FALSE,"desirous of the appearance of knowledge and penetration, than of the reality; and such rules are often repeated from one to another, without being sufficiently examined, till they gain the force of truth , and are received as maxims , which it would be thought unreasonable to controvert. The necessity"
0602401500_000001,"The doctrine of the Trinity, as it stands deduced by the light of reason from The Data laid down in the Scriptures. To which are added, some remarks on the Arian controversy. Also A Postscript, containing some Observations on the Writings of Justin Martyr and Irenaeus.","Jones, Meredith           1792",40,0,1,2,1,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,5,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,1,0,0,0,0,3,0,1768,1,1,"London : printed for B. White, at Horace's Head, in Fleet-Street, MDCCLXVIII. [1768].",London,147,female,,,FALSE,"/vi 2- ~ p~/ CC Z i i -'<; T Ts HE ... H E : : DI 0; J T R I N E OF THE T R I N I T Y, /' AS IT STANDS DEDUCED BY THE LIGHT OF REASON FROM The DATA laid down in"
1332400104_000009,The female spectator. ... Sixth edition. By Mrs. Eliza Haywood.,Eliza Haywood,33,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,3,1,3,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,5,0,1766,4,4,"London : printed for T. Gardner, at Cowley's-Head, opposite St. Clement's-Church, in the Strand, M.DCC.LXVI. [1766].",London,324,female,1693,1756,TRUE,"remedy in many cafes. * I HAVE often thought the qualities of the Stinlging Nettle might be justly enough compared to thofi of good advice proceediidg from an honest heart, but delivered in term~ns, which, at * first, seem to have To much alperity in them, and < at firs"
0343200201_000049,"Religion considered as the only basis of happiness and of true philosophy. A work written for the instruction of the children of his most serene highness the Duke of Orleans; ... By Madame the Marchioness of Sillery, ... In two volumes.",Stéphanie Félicité du Crest de Saint-Aubin,37,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,7,0,0,0,0,2,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0,1,2,0,0,1787,1,2,"Dublin : printed by William Porter, for H. Chamberlaine, White, Byrne, Colbert, W. Porter, and Moore, 1787.",Dublin,160,female,1746,1830,TRUE,"e ie Prophate Philosophe - l'homme, de fes facultes et de son education. I Histoire Philufophique et Politiqt e, e. § Le Mil; taire Philosophe. Syfl. de la Nature . .terest ( 33) C terest leads his citizens on to carnage It is good,  say they, to die' for"
0414500400_000005,Strictures on the modern system of female education. With a view of the principles and conduct prevalent among women of rank and fortune. By Hannah More.,Hannah More,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,1,3,0,0,1,0,2,0,1,0,1,0,1,0,5,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,3,0,2,0,1800,1,1,"Dublin : printed by William Porter, for Pat. Wogan, Old-Bridge, and William Porter, Grafton-Street, 1800.",Dublin,460,female,1745,1833,TRUE,"doing, by constantly throwing a little casual weight into the wrong scale, by mere inconsiderate and unguarded chat, fie would itart from her felf complacent dream. If ine could conceive how much life may be dimi nithing the good impressions of young men; and if the could imagine how little"
0837000700_000089,"A compleat translation of the Sequel of the proceedings of Mary Catherine Cadiere, against the Jesuit Father John Baptist Girard. Containing many curious pieces under the following Heads; I. Her Justification, written by herself, giving an Exact Account of all that passed between her and Father Girard, from their first Acquaintance to the final Determination of their Affair by the Parliament of Aix. II. The Examination of Father Girard. III. The Memorial of Objections against Father Girard and the Attorney-General, wherein the Challenges made by that Jesuit against her Witnesses are proved null, and her's against his Evidences are proved valid. IV. Remarks on the Manuscript distributed by Father Girard in the Course of the Pleadings of the Advocate-General. V. A Full Answer to Father Girard's Memorial or Defence.",Catherine Cadière,25,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,1732,1,1,"London : printed for J. Millan, near the Horse-Guards, M.DCC.XXXII. [1732].",London,257,female,,,FALSE,"although it ought always to be shut against the Prophaners of Reli gioni if he would not have had the Parliament determine this Affair according to the ordinary Rules, he would riot have referred the final Decision thereof to them, buc would have reserved it to himself. But is not"
0343200202_000046,"Religion considered as the only basis of happiness and of true philosophy. A work written for the instruction of the children of his most serene highness the Duke of Orleans; ... By Madame the Marchioness of Sillery, ... In two volumes.",Stéphanie Félicité du Crest de Saint-Aubin,38,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,1,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,3,5,0,1,1787,2,2,"Dublin : printed by William Porter, for H. Chamberlaine, White, Byrne, Colbert, W. Porter, and Moore, 1787.",Dublin,151,female,1746,1830,TRUE,"is found in one of our articles, where, at the end of a long pompous eulogium, one reads , see Capuchon The burlesque word Capuchon, and that which is found in the article, might make us believe that the pompous eulogium was but irony, that we must read - This"
0164301100_000011,"Reflections upon the education of children in charity schools; with the outlines of a plan of appropriate instruction for the children of the poor; submitted to the consideration of the patrons of schools of every denomination, supported by charity. By Mrs. Trimmer.",Sarah Trimmer,39,0,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,2,2,1,1,0,0,1,0,0,1,0,0,0,0,1,0,3,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,3,0,1792,1,1,"London : printed for T. Longman, Paternoster-Row; and J. and F. Rivington, St. Paul's Church-Yard, M.DCC.XCII. [1792].",London,57,female,1741,1810,TRUE,"to assert, that no proof can be more subtle in its process, or in its principles more abstruse, however just in its conclusions, than the arguments which philosophy furnifies, of the Deing and attributes of God, and the immortality of the human soul. By mere argument, therefore, addressed to their"
0277700301_000035,"The works of Mrs. Chapone, containing letters on the improvement of the mind, addressed to a young lady. And miscellanies in prose and verse. In two volumes. ...",Hester Chapone,41,0,2,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,3,0,0,1,0,0,0,0,0,4,1,0,0,0,1,0,0,1,9,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1775,1,2,"Dublin : printed for J. Williams, 1775.",Dublin,156,female,1727,1801,TRUE,"imagination and, when properly cultivated, it becomes the source of all that is most charming in society. Nothing you can read will so much contribute to the improvement of this faculty as poetry which, if applied to its TRUE ends, adds a thousand charms to those sentiments of religion, virtue,"
0277700301_000011,"The works of Mrs. Chapone, containing letters on the improvement of the mind, addressed to a young lady. And miscellanies in prose and verse. In two volumes. ...",Hester Chapone,33,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,1,1,0,0,0,4,1,1,1775,1,2,"Dublin : printed for J. Williams, 1775.",Dublin,156,female,1727,1801,TRUE,"the mercy of God.: towards: mistaken consciences, and ought to inspire us with the moss enlarged charity and goodwill towards those; whose erroneous principles mislead their conduct: instead of resentment and hatred against their persons, we ought only to feel an ative wish of assisting them to find the truth"
0213900301_000002,"The life of Petrarch. Collected from Memoires pour la vie de Petrarch, by Mrs. Dobson. In two volumes. ... . The fourth edition, embellished with eight copper-plates, designed by Kirk, and engraved by Ridley.","Dobson, Mrs. (Susannah)",37,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,2,1,0,0,0,0,2,1,1,2,0,0,0,0,3,0,0,0,1,0,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,1799,1,2,"London : printed by T. Maiden, for Vernor and Hood; J. Cuthell; E. Newbery; J. Walker; Lackington, Allen, and Co. Ogilvy and Son; Otridge and Son; J. Nunn; and R. Lea, 1799.",London,433,female,,,FALSE,"would be unjust not to name some of those learned men who engaged with Petrarch in this arduous undertaking, and who, while nobles and peasants were destroying one ino there, helped to lay the foundation on which the fuperftruaure offcience was built. Among these were Brunetto Latini, a very great"
1073100101_000020,"Letters from the Duchess de Crui and others, on subjects moral and entertaining, wherein the character of the female sex, with their rank, importance, and consequence, is stated, and their relative duties in life are enforced. By Lady Mary Walker. ...",Mary Walker,41,0,1,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,1,1,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,4,0,1777,1,5,"London : printed for Robson, New Bond-Street; Walter, Charing-Cross; and Robinson, Pater-Noster-Row, MDCCLXXVII. [1777].",London,229,female,1736,,FALSE,"idolatry. In the second triumvirate, the three qajiins who governed Rome, having exhausted every other method of plunder, resolved to tax the women, and imposed a heavy contribution on each of them : they sought an orator to defend their cause, but found none; no man would reason again if"
0670002100_000008,"Letters on the improvement of the mind, addressed to a young lady. By Mrs. Chapone.",Hester Chapone,40,0,1,0,8,0,0,1,1,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,10,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1787,1,1,"London : printed for J. Walter, Charing-Cross ; and C. Dilly, in the Poultry, M.DCC.LXXXVII. [1787].",London,244,female,1727,1801,TRUE,"writers : but this will appear more plainly to you, when you enter on the Rudy of prophecy, which you are now much too young to undertake. The PROVERBS and ECCLESIASTES are rich stores of wisdom; from which I wish you to adopt such maxims as may he of infinite"
0587200200_000021,"Essays on various subjects, principally designed for young ladies.",Hannah More,29,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,2,1,0,0,2,0,1,0,0,1,0,0,3,0,0,0,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1777,1,1,"London : printed for J. Wilkie, in St. Paul's Church-Yard; and T. Cadell, in the Strand, MDCCLXXVII. [1777].",London,220,female,1745,1833,TRUE,"say, that the pafions also resemble fires, which are friendly and beneficial when under proper diretion, but if suffered to blaze without restraint, they carry devastation along. with them, and, if totally extinguished, leave the benighted mind in a tfate of cold and comfortless inanity. BUT in speaking of the"
0634301500_000002,An estimate of the religion of the fashionable world. By one of the laity.,Hannah More,37,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,3,0,4,0,0,0,0,1,0,0,0,0,0,1,2,1,0,5,1,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,1791,1,1,"London : printed for T. Cadell, in the Strand, M.DCC.XCI. [1791].",London,268,female,1745,1833,TRUE,"Litany (another great source of offence); and yet, with all there multiplied reasons for their attendance, that is a season when the pews of the fashionable world are not remarkable for being crowded. On the contrary, is it not pretty B 4 evident evident that the general quarrel (with some"
0631600600_000002,An estimate of the religion of the fashionable world. By Hannah More.,Hannah More,39,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,3,0,4,0,0,0,0,1,0,0,0,0,0,1,2,1,0,6,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,1793,1,1,"London : printed for T. Cadel, in the Strand, 1793.",London,269,female,1745,1833,TRUE,"and yet, with all these multiplied reasons for their attendance, that is a season when the pews of the faflionable world are not remarkable for being crowded. On the contrary, is it not pretty B 4 evident evident that the general quarrel (with some few exceptions) of those who habitually"
1546300301_000010,Essays on various subjects. By the author of reflections on the seven days of the week. Vol. I.,Catherine Talbot,32,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,1,0,1,1,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,1773,1,1,"Dublin : Printed for J. Milliken, College-Green, M,DCC,LXXIII. [1773].",Dublin,246,female,1721,1770,FALSE,"any Duty to perform, beyond the immediate Calls of domestic Life. Alas, what a Mistake is this! And what noble Opportunities do they northeast glet! But what must People do? They must awaken in their Minds that Principle of aaivity and Industry which is the Source of everything excellent and"
1118001102_000045,Strictures on the modern system of female education. With a view of the principles and conduct prevalent among women of rank and fortune. By Hannah More. In two volumes. ...,Hannah More,54,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,3,1,0,0,5,1,0,0,0,2,0,0,0,3,0,2,0,0,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,3,0,0,0,0,6,0,1799,2,2,"London : printed by A. Strahan, Printers Street, for T. Cadell jun. and W. Davies, Strand, 1799.",London,344,female,1745,1833,TRUE,"virtue differs esffetially from Pagan: it is of a quite different kind: the plant itself is different, it comes from a different root, and grows in a different soil. It will be seen how the humbling doctrine of the corruption of human nature , which has followed from the corruption"
1640300202_000013,"Letters on different subjects, in four volumes. Amongst which are interspers'd the adventures of Alphonso, after the destruction of Lisbon. By the author of The unfortunate mother's advice to her absent daughters.",Sarah Pennington,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,3,8,0,0,0,1,1,1,0,4,0,1,0,0,4,0,0,1,2,0,1,0,0,0,1,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1766,2,4,"Dublin : printed for J. Hoey, Sen. P. Wilson, J. Exshaw, S. Cotter, E. Watts, J. Murphy, L. Flin, B. Grierson, J. Hoey, Jun. W. Sleater, J. Potts, W. Watson, S. Watson, D. Chamberlain, J. Williams, and J. Shephard, M.DCC.LXVI. [1766].",Dublin,134,female,1720,1783,TRUE,"Now you seem to think, that the corporeal encumbrances are totended as pu nif hments; if then, in consequence of age or dileafe, a lively and i goro~us mind is changed to a melancholy and insipid one, do you hold it that this was one of the better or worse"
