PassageID,Title,Author,Total termFreq,termFreq(),termFreq(adventur),termFreq(ag),termFreq(author),termFreq(book),termFreq(charact),termFreq(design),termFreq(educ),termFreq(entertain),termFreq(event),termFreq(fabl),termFreq(fiction),termFreq(geniu),termFreq(happen),termFreq(heart),termFreq(hero),termFreq(histori),termFreq(human),termFreq(ill),termFreq(imagin),termFreq(interest),termFreq(judgement),termFreq(knowledg),termFreq(ladi),termFreq(languag),termFreq(life),termFreq(long),termFreq(love),termFreq(mankind),termFreq(manner),termFreq(mind),termFreq(modern),termFreq(moral),termFreq(natur),termFreq(novel),termFreq(origin),termFreq(passag),termFreq(piec),termFreq(pleasur),termFreq(poetri),termFreq(probabl),termFreq(prose),termFreq(public),termFreq(read),termFreq(reason),termFreq(romanc),termFreq(romant),termFreq(scene),termFreq(sentiment),termFreq(speci),termFreq(stori),termFreq(tast),termFreq(think),termFreq(thought),termFreq(verac),termFreq(virtu),termFreq(work),termFreq(write),termFreq(writer),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0013700601_000022,De Valcourt; in two volumes. ...,Anna Maria Bennett,44,0,1,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,3,1,0,3,0,0,2,1,0,0,0,2,0,0,0,0,1,1,0,1,0,3,1,0,0,2,5,0,3,2,2,0,0,1800,1,2,"London : printed [by T. Plummer] for R. Dutton, Birchin-Lane, Cornhill, 1800.",London,265,female,1760,1808,FALSE,"the stability of my principles; for though surrounded by the gloom of a prifon in danger ofpe rithing for want, should any accident deprive me of my present powers of mind , yet I felt, comparative happiness, when o;, ofcd to my sensations during the months I rioted in dissipation,"
1073100105_000012,"Letters from the Duchess de Crui and others, on subjects moral and entertaining, wherein the character of the female sex, with their rank, importance, and consequence, is stated, and their relative duties in life are enforced. By Lady Mary Walker. ...",Mary Walker,40,0,0,2,0,0,1,0,1,1,1,0,0,1,0,1,0,1,2,1,0,0,1,2,0,1,2,0,1,0,3,3,0,0,2,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,1,2,3,0,1,0,0,0,1,1777,5,5,"London : printed for Robson, New Bond-Street; Walter, Charing-Cross; and Robinson, Pater-Noster-Row, MDCCLXXVII. [1777].",London,193,female,1736,,FALSE,"familiar manner , to give her children such an infight into history , such a taste for poetry , and other branches of literature, as may suit their genius and rank in life ! The great Cornelia, mother to the Gracchi, and Aurelia the mother of Augutfus, (lid not disdain"
0622301500_000026,"Essays on various subjects, principally designed for young ladies.",Hannah More,48,0,0,0,0,1,2,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,5,0,0,3,0,2,0,0,0,5,0,0,0,0,0,0,0,1,2,2,0,4,0,1,0,0,2,0,2,3,1778,1,1,"London : printed for J. Wilkie, in St. Paul's Church-Yard; and T. Cadell, in the Strand, MDCCLXXVIII. [1778].",London,220,female,1745,1833,TRUE,"should give us the ideas of far better writers , mixed and assimilated with the matter in his own mind , as those crude and undigested thoughts which he values under the notion that they are original . The sweetest honey neither tastes of the rose, the honeysuckle, nor the"
0150400602_000062,"A residence in France, during the years 1792, 1793, 1794, and 1795; described in a series of letters from an English lady: with general and incidental remarks on the French character and manners. Prepared for the press by John Gifford, Esq. author of the History of France, letter to Lord Lauderdale, &c. In two volumes. ...",English Lady,38,0,0,1,3,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,4,0,1,0,1,4,1,1,0,0,1,0,0,0,4,0,1,0,1,1,1,1,0,1797,2,2,"London : printed by J. Plymsell; for T. N. Longman, Paternoster Row, 1797.",London,467,female,,,FALSE,"a government. He is himself tried for the exercise of a power declared to be unbounded when entrusted to him. The men tried with him as his accomplices were obliged by the laws to obey him; and the acts of which they are all acciifed were known, applauded, and held"
0422700100_000004,"Theodora and Didymus, or, the exemplification of pure love and vital religion. An heroic poem, in three cantos. With an appendix, consisting of a pindaric ode, For the Queen's Birth-Day, 1786; and poetical epistles, On various Moral and Entertaining Subjects; by Mrs. Mary Deverell, Gloucestershir.","Deverell, Mary",38,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,2,2,1,1,0,0,2,1,0,2,0,0,0,1,2,2,0,0,1,1,1,1,0,0,1,0,0,0,1,3,0,1,0,0,0,0,1786,1,1,"London : printed for, and sold by, the author, No. 7, New Bond Street; likewise by the following booksellers: Messrs. Dodsley, Pall Mall; Stockdale, and Miss Davis, Piccadilly; Robson, New Bond Street; Cadell, Strand; Wilkie, St. Paul's Church Yard, London: also by Bull and Meyler, Grove, Bath; and by most booksellers in town and countryb, MDCCLXXXVI. [1786].",London,135,female,,,FALSE,"D. Great Marlborough Street Ir. Joshua Cricket, Bridewell lmr. Bury, London Mrs. Edward Wigan, High Street, Bristol Mr. Watson, Ditto Mr. House, Gallaway's Buildings, Bath Mr. Deverell, Stonehoufe, Gloucestershire mir. W. Thorn, London. E R R A T U M. In the Ode to her Majesty, Page 5, Line i,"
1293700601_000001,"Olivia; or, deserted bride. By the author of Hortensia, The Rambles of Frankly, and The Fashionable Friend. In two volumes. ...",Elizabeth Bonhôte,37,0,0,1,4,0,0,1,0,0,0,0,1,0,0,3,0,0,2,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,2,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,2,4,1787,1,2,"Dublin : printed for Messrs. W. Watson, Gilbert, Burton, White, Byrne, Wogan, and Halpen, 1787.",Dublin,283,female,1744,1818,FALSE,"O L I I A; O R, DESERTED BRIDE. OV L I. OLIVIA; OR, / DESERTED BRIDE. BY THE AUTHOR OF hortenslf, THE RAMBLES OF frankla, AND rhe FASHIONABLE FRIEND, IN TWO VOLUMES. VOL. I. DUBLIN: Printed for Messrs. W. watsonw, GILBIRT, BURTON, WIITE, BYRNE, WOGAN, and HALPEN. *nndvl~xkvu, (,"
1266700403_000042,The female Spectator. By Mrs. Eliza Haywood. In four volumes. ...,Eliza Haywood,43,0,0,0,2,2,0,0,0,3,2,0,0,0,1,1,0,2,1,0,1,2,0,1,1,0,1,0,3,0,1,2,1,0,2,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,1,1,1,0,2,2,0,0,1,1775,3,4,"London : printed for A. Millar, W. Law, & R. Cater, 1775.",London,333,female,1693,1756,TRUE,"think will be acceptable to you, or useful to the public .' I believe there are none into whose hands this piece may fall, but will readily join with us in allowing it to be extremelyjuft: our fexin particular are infinitely obliged to the ingenious author ; and 1 flatter"
0908600500_000010,Essays on various subjects in prose and verse; together with Reflections on the seven days of the week. In two volumes. By Miss Catherine Talbot.,Catherine Talbot,39,0,0,0,3,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,2,1,0,0,2,6,0,0,2,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,1,0,0,1,2,1,0,1773,1,1,"Dublin : Thomas Ewing, M.DCC.LXXIII. [1773].",Dublin,240,female,1721,1770,FALSE,"at the Expense of a little Openness of Heart , a little Thought and Contrivance, a little honest generous Industry in bellowing properly, that a Man of Rank and Fortune may shine out like the Sun, and see a gay World flouriihing under his cheerful Influence. All there Things have"
0936700301_000050,"Adelaide and Theodore; or letters on education: containing All the Principles relative to three different Plans of Education; to that of Princes, and to those of young Persons of both Sexes. Translated from the French of Madame la Comtesse de Genlis.",Stéphanie Félicité du Crest de Saint-Aubin,39,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,2,0,1,1,0,0,0,4,0,0,0,0,0,3,1,0,0,1,0,0,1,0,1,2,0,0,1,0,1,0,0,2,2,2,0,0,4,3,0,0,1784,1,3,"London : printed for C. Bathurst, in Fleet-Street; and T. Cadell, in the Strand, M.DCC.LXXXIV. [1784].",London,311,female,1746,1830,TRUE,"at Paris, at the Milliner's, the Mini iters's levee, the public walks,  at the ihop of a Itatuary, at the market, the academies, the opera, and the rope dancers; equally delighted with, and applauding Ptreville, and yeaint; d' b,, and .the Little Devil. Doing fo many things, pursued he,"
0346301203_000057,A series of genuine letters between Henry and Frances.,Elizabeth Griffith,37,0,0,0,0,0,0,3,0,2,0,0,0,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,3,0,0,1,2,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,6,0,0,1770,3,4,"London : [s.n.], Printed in the Year MDCCLXX. [1770].",London,260,female,1720,1793,TRUE,"I immediately wrote the enclosed extempore, which I desire you to present to her, along with the traced Canvas. To Mrs., with a Present of French Samplers. OUR Natures , like these Samplers, just are traced  By Lines which never by Art can be surpassed; Each Figure has its"
0191300200_000001,"Letters of Abelard and Heloise. To which is prefix'd, a particular account of their lives, amours, and misfortunes Extracted chiefly from Monsieur Bayle. translated from the French.",Héloïse,35,0,0,1,1,1,0,0,1,0,0,0,0,2,1,1,0,2,1,0,1,0,0,0,0,1,3,2,0,0,0,0,0,0,3,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,2,0,0,1,0,0,2,1,1,0,1722,1,1,"London : printed for J. Watts; and sold by W. Mears at the Lamb without Temple-Bar, J. Brotherton and W. Meadows at the Black-Bull in Cornhill, W. Chetwood in Russel-Street, Covent-Garden, and J. Lacy at the Ship between the two Temple-Gates, Fleet-Street, MDCCXXII. [1722].",London,234,female,1101,1164,FALSE,"Pt ~ ~ III iir/j , I 7~~~~~~~M ILI I: . LETTERS,, OF... BB E LA RD A N D. J r 7 r tvyat n r Extraed chifly from Moner B L. H E £. To wiitis dis A Particlar : A; ac oi : T'.: of their XI"
1112200301_000001,A simple story. In four volumes. By Mrs. Inchbald.,Elizabeth Inchbald,38,0,0,1,2,1,2,0,2,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,1,0,3,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,3,1,1,2,0,1,0,2,2,1,1791,1,4,"London : printed for G. G. J. and J. Robinson, 1791.",London,246,female,1753,1821,TRUE,"A SIMPLE STORY . I N FOUR VOLUMES. BY MRS. INCHBALD. VOL. I. LONDON: Printed for G. G. J. and J. R OB I I NS O, pater noftcr Row. M) dccxct. PRE FACE. IT is said, a book Should be read with the same spirit with which it has"
0313901002_000001,"A collection of entertaining histories and novels, ... By Mrs. Penelope Aubin. And now first collected in three volumes. ...",Penelope Aubin,42,0,4,1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,1,0,4,3,1,1,1,1739,2,3,"London : printed for D. Midwinter, A. Bettesworth and C Hitch, J. and J. Pemberton, R. Ware, C. Rivington, A. Ward, J. and P. Knapton, T. Longman, R. Hett, S. Austen, and J. Wood, 1739.",London,308,female,1679,1731,FALSE,"BOOKS 2prined for D. mindwinter, ce estrange's ofepbus, with Maps and li y Cuts. Dsmai's Civil Law, in its natural Order, 2 Vol. zd Edition, with large Additions. Jarob's Law Ditionary. Moral Virtue delineated, both in French and English, with Cuts. Ladies Travels into Spain, 2 Vol. Cassandra, a Romance"
0192300401_000028,A series of genuine letters between Henry and Frances. |...,Elizabeth Griffith,35,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,0,3,1,6,1,0,2,0,1,0,1,1757,1,2,"London : printed for W. Johnston, in St. Paul's Church-Yard, MDCCLVII. [1757].",London,336,female,1720,1793,TRUE,"by any Chance, they lie on my Table, for a Moment, before I kifs the Seal, and raviih the Contents. I salute you now in Sack whey -- Oh!! it were the Posset. Adieu! Adieu! L E T T E R LXIII On Absence. DEAR to my Soul, while thou'rt"
0451201402_000055,"Shakespear illustrated: or the novels and histories, on which the plays of Shakespear are founded, collected and translated from the original authors. With critical remarks. In two volumes. By the author of The female Quixote.",Charlotte Lennox,36,0,4,0,2,1,1,2,1,3,1,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1753,2,2,"London : printed for A. Millar in the Strand, MDCCLIII. [1753].",London,274,female,1729,1804,TRUE,"Madhnefs of Haialett feemni to be kes tffential to the piay than the History ; in the latter it affords him the Means of executing a Contrivance, which, absurd as it is, secures the Accoinplifhment of his Revenge; but int the pmay it is. of no other Use than to"
0038701400_000016,Reflections on the present condition of the female sex; with suggestions for its improvement. By Priscilla Wakefield.,Priscilla Wakefield,44,0,0,0,1,2,0,0,2,2,0,1,0,0,0,0,0,2,0,0,1,0,1,4,0,1,4,0,1,0,0,6,0,1,2,0,0,0,0,4,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1798,1,1,"London : printed for J. Johnson, in St. Paul's Church-Yard; and Darton and Harvey, in Gracechurch Street, 1798.",London,203,female,1751,1832,FALSE,"conceals, from the eye'of obfervaation*, * The repository for fine works , is an institution for the reception and disposal of.any produfion, from a pair of knit garters, to the mosts elegant works of ingenuity. The price of each article? and a number, are affixed to it,. by which tlke"
0365600503_000025,The female spectator. By Mrs. Eliza Haywood.,Eliza Haywood,42,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,2,0,2,0,0,2,4,0,2,3,1,1,2,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,2,0,2,0,2,0,3,1771,3,4,"London : printed for H. Gardner, opposite St. Clement's Church, in the Strand, M.DCC.LXXI. [1771].",London,341,female,1693,1756,TRUE,"sufficient to induce you to make her innocence as public as possible, by inserting this faithful  account of the whole affair. ""I aml also pretty confident, that the good"" "" which seems to sparkle through all your "" writings , besides the common intereit of our "" sex, will"
0777000500_000115,"The experienced English housekeeper, for the use and ease of ladies, housekeepers, cooks, &c. Wrote purely from practice, And dedicated to the Hon. Lady Elizabeth Warburton, Whom the Author lately served as Housekeeper: consisting of near nine hundred original receipts, most of which never appeared in Print. Part I. Lemon Pickle, Browning for all Sorts of Made Dishes, Soups, Fish, Plain Meat, Game, Made Dishes both hot and cold, Pyes, Puddings, &c. Part II. All Kinds of Confecrionary, particularly the Gold and Silver Web for covering of Sweetmeats, and a Desert of Spun Sugar, with Directions to set out a Table in the most elegant Manner and in the modern Taste, Floating Islands, Fish-Ponds, Transparent Puddings, Trifles, Whips, &c. Part III. Pickling, Potting, and Collaring, Wines, Vinegars, Catchups, Distilling, with two most valuable Receipts, one for refining Malt Liquors, the other for curing Acid Wines, and a correct List of every Thing in Season for every Month in the Year. The fourth edition. With three copper plates of a curious new-invented Fire Stove, wherein any common Fuel may be burnt instead of Charcoal, and Two Plans of a Grand Table of Two Covers. By Elizabeth Raffald.",Elizabeth Raffald,50,0,4,1,2,0,0,1,2,3,1,0,0,0,0,0,0,6,0,1,0,0,0,0,5,1,5,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,2,0,4,1775,1,1,"London : printed for the author, and sold by R. Baldwin, No. 47, in Pater-Noster-Row, 1775.",London,450,female,1733,1781,FALSE,"28 new copperplates, elegantly engraved, 4 vols. 2zmo. Price 12s. 5 The Adventures of RODERICK RANDOM) by T. Smollet, M. D. 2 Vols. iamo. Price 6s. 6 The Adventures of PEREGRINE PICKLE; in which are included Memoirs of a Lady of Quality, 4 Vols. 2zmo. Price i 2s, By the"
0029000401_000021,Moral tales. Translated from the French of Mde Le Prince de Beaumont. In two volumes. ...,Jeanne-Marie Leprince de Beaumont,45,0,0,0,2,1,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,6,0,2,1,0,0,1,1,2,0,0,3,0,0,0,1,2,0,1,0,1,0,0,1,0,2,1,0,3,3,2,0,2,1775,1,2,"London : printed for J. Nourse, in the Strand, Bookseller to His Majesty, MDCCLXXV. [1775].",London,306,female,1711,1780,FALSE,"to enjoy, at least, the pleasure of friendihip. The thought of the expedient is irresistible, and there appears to be nothing in it to alarm her. Women of bad principles advise her to this itep imme F 4 diately diately a comforter presents himself who counterfeits the man of virtue"
1293400501_000004,"Letters on the improvement of the mind, addressed to a young lady. In two volumes. By Mrs. Chapone. ...",Hester Chapone,49,0,0,1,0,5,0,1,0,1,1,0,0,0,1,2,0,2,1,1,0,3,0,1,0,1,1,0,2,1,4,1,0,0,2,0,0,0,0,1,0,0,0,0,8,0,0,0,0,1,0,2,0,1,0,0,1,0,3,0,0,1783,1,2,"London : printed for J. Walter, Charing-Cross; and C. Dilly, in the Poultry, MDCCLXXXIII. [1783].",London,207,female,1727,1801,TRUE,"his afcen sion, were affited and inspired by the Holy Ghost. This sacred volume muss be the rule of your life . In it you will find all truths necessary to be believed; and plain and easy diretions, for the practice of every duty: Your Bible then mufi must be"
0763100500_000002,"Devout exercises of the heart, in meditation and soliloquy, prayer and praise. By the late pious and ingenious Mrs. Elizabeth Rowe. Reviewed and published at her request, by I. Watts, D.D. Cooke's edition. Embellished with superb engravings.",Elizabeth Rowe,41,0,0,2,3,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,2,6,0,0,0,0,2,0,0,3,0,1,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1796,1,1,"London : printed for C. Cooke, No. 17, Paternoster-Row, and sold by all the booksellers in Great Britain and Ireland, [1796].",London,144,female,1674,1737,TRUE,"my fathers.' Her serious turn of mind was doubtlei' the result of a religious education improved and enforced by her natural dilpofition for though sly possessed an urcommon sprightliness of temper, lie entertained such a reverential awe for the divine Majeflv, as fully disposed her for the performance of the"
0498500700_000009,"Thoughts in the form of maxims addressed to young ladies, on their first establishment in the world. By the Countess Dowager of Carlisle.","Carlisle, Isabella Howard, Countess of",43,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,2,1,0,2,2,0,1,0,0,2,0,1,4,0,0,1,0,1,0,0,0,1,7,1,2,0,0,2,0,0,0,0,0,0,0,0,4,0,1,1790,1,1,"Dublin : printed for H. Chamberlaine, J. Moore, J. Jones, Grueber and Mcallister, W. Jones, G. Draper, and R. White. MDCCXC. [1790].",Dublin,92,female,1721,1795,FALSE,"be sure of possessing yourself,. before ( 58) before you reply; for a rash expreffio may rise in judgement one day againf you, and when you may have even for. got the quarrel, and the cause. It is so great a present satisfaction to write a finart thing, that you"
0381401100_000028,Dialogues of the dead.,Elizabeth Montagu,56,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,1,3,0,1,1,0,2,0,1,0,1,0,5,1,0,3,0,0,5,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,1,0,3,2,0,9,2,2,2,0,1768,1,1,"London : printed for J. Murray (successor to Mr. Sandby) at No. 32, opposite St. Dunstan's Church, in Fleet-Street, M.DCC.LXVIII. [1768].",London,452,female,1720,1800,FALSE,"Imagination is a very agreeable Companion, it is not the best best Guide. To speak without a Metaphor, the Study of History , both sacred and profane, requires a Critical and laborious Investigation. The Composer of a Set of lively and witty Remarks on Fads ill examined, or incorrectly delivered,"
0866100102_000011,Strictures on the modern system of female education. With a view of the principles and conduct prevalent among women of rank and fortune. By Hannah More. In two volumes. ...,Hannah More,54,0,0,0,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,3,1,1,1,1,0,0,9,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,3,1,1,0,0,3,1,2,2,1799,2,2,"London : printed for T. Cadell jun. and W. Davies, in the Strand, 1799.",London,354,female,1745,1833,TRUE,"men, acquire what they know lwhile the texture was forming. Perhaps no be tcr better preventive could be devised for this literary vanity, than early instruction: that woman would be less likely to be vain of her knowledge who did not remember the time when fie was ignorant. Knowledge that"
0356700204_000008,"A series of genuine letters, between Henry and Frances. Accepit famam, nec minus illa dedit. ...",Elizabeth Griffith,43,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,1,3,0,0,3,0,2,1,2,1,1,1,0,0,0,0,1,3,1,0,0,0,0,0,2,0,1,0,0,1,4,3,0,0,1786,4,6,"London : printed (by assignment from E. Johnston) for J. Bew, Pater-Noster-Row, MDCCLXXXVI. [1786].",London,289,female,1720,1793,TRUE,"dear, _ o other swaini wish to charm,. No Love , but his, my Breait can warm; : For his dear. Sake .I thus explore The chilling wave, - and Health implore To deck me with her rosy Hue,. And ftill1ny paffing Youth renew. Here then, .and grant thy Votary's"
0908600500_000011,Essays on various subjects in prose and verse; together with Reflections on the seven days of the week. In two volumes. By Miss Catherine Talbot.,Catherine Talbot,39,0,0,1,2,2,3,0,0,0,0,1,0,2,0,2,0,0,0,0,3,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,4,0,0,2,0,2,0,1,1773,1,1,"Dublin : Thomas Ewing, M.DCC.LXXIII. [1773].",Dublin,240,female,1721,1770,FALSE,"always give a truer Spirit than is within the Reach of any Art. Yet often from an Admiration of that.in others, which is utterly unsuitable to thenmfelves., .they.put, on a character in Writing , Writing , that is mighty difficult to support throughout. The affecation of Wit and Humour leads"
0017500401_000001,"A gossip's story, and a legendary tale. By the author of Advantages of education. In two volumes. ...",Jane West,34,0,1,0,3,0,2,0,1,0,0,0,0,1,0,2,0,1,1,0,2,1,0,0,1,1,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,4,0,0,1,1797,1,2,"London : printed for T.N. Longman, Pater-Noster-Row, 1797.",London,238,female,1758,1852,FALSE,"a4 oiy2q~ A GOSSIP's STORY . VOL. I. extractfrom the MONTHLY REVEW, Jan. 1797 Ic We reccrmr.rrd this ljory as uaifirg to a great degrre cf interefi : .e rarer alities of gocd serf aid an ascurate krrcwldge of man ir. re gras.atical crcs and vulgarjfms which disgrace many eo!r."
0901800302_000080,"Secret memoirs and manners of several persons of quality of both sexes. From the new Atalantis, an island in the Mediterranean. In Four Volumes. Written originally in Italian. ...",Delarivier Manley,38,0,0,1,0,1,1,2,0,2,1,0,0,1,0,0,1,0,0,0,1,2,0,0,4,0,1,0,3,1,1,0,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,3,1720,2,4,"London : printed for John Morphew near Stationers-Hall, 1720.",London,326,female,1663,1724,TRUE,"subtle headed Atadantick Lord! He has all his Father in his Looks! His Father! who role by Fation, flourished by Anarchy, and (though' under Royalty) maintained with Cunning what he had acquired by Rebellion. His Lady has a Soul as niggard as the opulent Prince her Brother's, dark and revengeful:"
0560200200_000001,"The authentic memoirs of the Countess de Barre, the French king's mistress, carefully collated from a manuscript in the possession of the Dutchess of Villeroy, by Sir Francis N-.",Madame du Barry,36,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,6,1,2,0,0,0,1,0,0,0,1,3,0,0,0,1,0,0,0,0,1,2,1,0,0,2,0,0,1,0,0,0,2,0,1,0,1,1771,1,1,"London : printed for the editors, and sold by J. Roson, No. 54, St. Martin's Le Grand ; and G. Reily, Queen-Street, May Fair, [1771].",London,223,female,1743,1793,FALSE,"- a4'. 7' "" zzmnt, ..t., s. a ½,, / St kc n.. o1,, .o xy. -', -.., sl. A,, Y 4.; ts 27 .., n1 S. ½, n.ta4s; 4 7 S T H E AUTHENTIC MEMOIRS; OF THE COUNTESS de BAR, THE FRENCH KING's MISTRESS,, Carefully collated from a"
0866500300_000011,"Miscellaneous pieces, in prose, by J. and A. L. Aikin.",Anna Laetitia Barbauld,41,0,0,3,0,0,3,0,0,1,0,0,0,5,0,1,0,0,1,0,1,0,1,2,0,0,2,0,0,1,4,2,0,2,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,2,1775,1,1,"London : printed for J. Johnson, in St. Paul's Church-Yard, MDCCLXXV. [1775].",London,221,female,1743,1825,TRUE,"to public notice and favour: without considering that their talents are commonly very unfit for acive life ; that their excentricity and turn for speculation disqualifies them for the bufgnefs of the world, which is best carried on by men of moderate genius ; and that society is not obliged"
0050500102_000004,"A series of genuine letters between Henry and Frances. The second edition, revised, corrected, enlarged, and improved, by the authors. ...",Elizabeth Griffith,48,0,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,2,1,1,1,1,2,0,2,3,0,0,2,0,3,0,0,0,0,3,2,0,0,0,2,0,0,2,2,2,0,4,2,1,0,0,1760,2,2,"Dublin : printed by S. Powell, in Crane-Lane, for the Authors, MDCCLX. [1760].",Dublin,410,female,1720,1793,TRUE,"vicious in themselves, have been refrrained within the Bounds of social Morality , not from Respect( the Tables, but out of Fear of being ""damned to everlasting Fame."" From the whole Tenor of Pliny's Charater, and it is this Way we should judge of Men, he inveighs against Regulus from"
0325001301_000004,Letters on the improvement of the mind. Addressed to a young lady. In two volumes.,Hester Chapone,48,0,0,1,0,5,0,1,0,1,1,0,0,0,1,2,0,2,1,1,0,3,0,1,0,1,1,0,2,1,3,1,0,0,2,0,0,0,0,1,0,0,0,0,8,0,0,0,0,1,0,2,0,1,0,0,1,0,3,0,0,1773,1,2,"Dublin : printed for J. Exshaw, H. Saunders, W. Sleater, J. Potts, D. Chamberlaine, J. Williams, and R. Moncrieffe, MDCCLXXIII. [1773].",Dublin,123,female,1727,1801,TRUE,"had the advantage of conversing with our Lord, to bear witness witness of his miracles and refurreetion and who, after his Ascension, were as sifted and inspired by the Holy Ghost. This sacred volume must be the rule of your life . in it you will find all truths, necessary"
0296200200_000013,"An essay on the writings and genius of Shakespear, compared with the Greek and French dramatic poets. With some remarks upon the misrepresentations of Mons. de Voltaire.",Elizabeth Montagu,45,0,0,2,2,0,6,0,1,0,2,1,0,1,0,1,0,1,5,1,1,3,0,0,1,0,1,0,6,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,1769,1,1,"Dublin : printed for H. Saunders, J. Potts, W. Sleater, D. Chamberlaine, and J. Williams, M,DCC,LXIX. [1769].",Dublin,233,female,1720,1800,FALSE,"described the awful horrors of this mid, night storm. The French critic apologises for our persisting in the representation of Shakespeare's plays, by saying we have none of a more.regular form. In this he is extremely mistaken; we have many plays written according to the rules of art; but nature"
0251000801_000001,Two novels. In letters. By the authors of Henry and Frances. In four volumes. ...,Elizabeth Griffith,44,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,2,0,0,1,0,0,0,1,1,0,2,4,3,0,0,0,0,0,1,0,3,7,1,0,0,1,1,1,0,1,0,0,0,0,2,4,0,0,1769,1,4,"London : printed for T. Becket and P. A. de Hondt, in the Strand, MDCCLXIX. [1769].",London,300,female,1720,1793,TRUE,"TWO NOVELS . In L E T T E R S. Br THE AUTHORS o1 HENRY AND FRANCES. IN FOUR VOLUMES. Hi narrata ferunt alid: menfuraque fiai Crefcit; et auditis aliquid novus adjicit aufor, ovid. meti VOLUME THE FIRST. LONDON: printedfort. BECKET and P. A. DB hodr, in the Strand."
